ID,OID,Sign_Name,List,Number,Source
c-o0000547-LAK282,o0000547,TAK₄,LAK,282,osl
c-o0000547-ASY040,o0000547,TAK₄,ASY,040,osl
c-o0000547-ABZL058,o0000547,TAK₄,ABZL,058,osl
c-o0000547-BAU118,o0000547,TAK₄,BAU,118,osl
c-o0000547-ELLES162,o0000547,TAK₄,ELLES,162,osl
c-o0000547-GCSL127,o0000547,TAK₄,GCSL,127,osl
c-o0000547-HZL227,o0000547,TAK₄,HZL,227,osl
c-o0000547-KWU923,o0000547,TAK₄,KWU,923,osl
c-o0000547-MZL106,o0000547,TAK₄,MZL,106,osl
c-o0000547-PTACE146,o0000547,TAK₄,PTACE,146,osl
c-o0000547-RSP387,o0000547,TAK₄,RSP,387,osl
c-o0000547-SLLHA063d,o0000547,TAK₄,SLLHA,063d,osl
c-o0000547-SYA033,o0000547,TAK₄,SYA,033,osl
c-o0002402-PTACE147,o0002402,|TAK₄.ALAN|,PTACE,147,osl
c-o0002403-ABZL059,o0002403,|TAK₄.IM|,ABZL,059,osl
c-o0000548-LAK181,o0000548,TAR,LAK,181,osl
c-o0000548-ASY011,o0000548,TAR,ASY,011,osl
c-o0000548-ABZL231,o0000548,TAR,ABZL,231,osl
c-o0000548-BAU117,o0000548,TAR,BAU,117,osl
c-o0000548-ELLES106,o0000548,TAR,ELLES,106,osl
c-o0000548-GCSL093,o0000548,TAR,GCSL,093,osl
c-o0000548-HZL007,o0000548,TAR,HZL,007,osl
c-o0000548-KWU340,o0000548,TAR,KWU,340,osl
c-o0000548-MZL009,o0000548,TAR,MZL,009,osl
c-o0000548-PTACE141,o0000548,TAR,PTACE,141,osl
c-o0000548-RSP064,o0000548,TAR,RSP,064,osl
c-o0000548-SLLHA012,o0000548,TAR,SLLHA,012,osl
c-o0000548-SYA011,o0000548,TAR,SYA,011,osl
c-o0000550-LAK373,o0000550,TE,LAK,373,osl
c-o0000550-ASY218,o0000550,TE,ASY,218,osl
c-o0000550-ABZL289,o0000550,TE,ABZL,289,osl
c-o0000550-BAU195,o0000550,TE,BAU,195,osl
c-o0000550-ELLES203,o0000550,TE,ELLES,203,osl
c-o0000550-GCSL159,o0000550,TE,GCSL,159,osl
c-o0000550-HZL249,o0000550,TE,HZL,249,osl
c-o0000550-KWU495,o0000550,TE,KWU,495,osl
c-o0000550-MZL589,o0000550,TE,MZL,589,osl
c-o0000550-PTACE179,o0000550,TE,PTACE,179,osl
c-o0000550-RSP310,o0000550,TE,RSP,310,osl
c-o0000550-SLLHA376,o0000550,TE,SLLHA,376,osl
c-o0000550-SYA190,o0000550,TE,SYA,190,osl
c-o0001447-LAK361-3,o0001447,|HI×AŠ|,LAK,361,osl
c-o0002412-LAK375,o0002412,|TE.A|,LAK,375,osl
c-o0002412-ASY219,o0002412,|TE.A|,ASY,219,osl
c-o0002412-ABZL290,o0002412,|TE.A|,ABZL,290,osl
c-o0002412-BAU196,o0002412,|TE.A|,BAU,196,osl
c-o0002412-ELLES204,o0002412,|TE.A|,ELLES,204,osl
c-o0002412-GCSL161,o0002412,|TE.A|,GCSL,161,osl
c-o0002412-HZL250,o0002412,|TE.A|,HZL,250,osl
c-o0002412-KWU496,o0002412,|TE.A|,KWU,496,osl
c-o0002412-MZL590,o0002412,|TE.A|,MZL,590,osl
c-o0002412-PTACE182,o0002412,|TE.A|,PTACE,182,osl
c-o0002412-RSP311,o0002412,|TE.A|,RSP,311,osl
c-o0002412-SLLHA376x,o0002412,|TE.A|,SLLHA,376x,osl
c-o0002412-SYA191,o0002412,|TE.A|,SYA,191,osl
c-o0002411-KWU497,o0002411,|TE.AB|,KWU,497,osl
c-o0002414-LAK374,o0002414,|TE.ME|,LAK,374,osl
c-o0002414-PTACE181,o0002414,|TE.ME|,PTACE,181,osl
c-o0000551-LAK382,o0000551,TE@g,LAK,382,osl
c-o0000551-ASY030a,o0000551,TE@g,ASY,030a,osl
c-o0000551-ABZL283,o0000551,TE@g,ABZL,283,osl
c-o0000551-ELLES208,o0000551,TE@g,ELLES,208,osl
c-o0000551-GCSL160,o0000551,TE@g,GCSL,160,osl
c-o0000551-HZL315,o0000551,TE@g,HZL,315,osl
c-o0000551-KWU484,o0000551,TE@g,KWU,484,osl
c-o0000551-MZL088,o0000551,TE@g,MZL,088,osl
c-o0000551-PTACE183,o0000551,TE@g,PTACE,183,osl
c-o0000551-RSP330,o0000551,TE@g,RSP,330,osl
c-o0000551-SLLHA058,o0000551,TE@g,SLLHA,058,osl
c-o0031506-LAK051,o0031506,LAK051,LAK,051,osl
c-o0221893-RSP329,o0221893,RSP329,RSP,329,osl
c-o0000550-LAK373-2,o0000550,TE,LAK,373,osl
c-o0000550-ASY218-2,o0000550,TE,ASY,218,osl
c-o0000550-BAU195-2,o0000550,TE,BAU,195,osl
c-o0000550-ELLES203-2,o0000550,TE,ELLES,203,osl
c-o0000550-GCSL159-2,o0000550,TE,GCSL,159,osl
c-o0000550-PTACE179-2,o0000550,TE,PTACE,179,osl
c-o0000550-RSP310-2,o0000550,TE,RSP,310,osl
c-o0270204-ELLES208a,o0270204,|HI×GAN₂@t|,ELLES,208a,osl
c-o0000553-LAK018,o0000553,TI,LAK,018,osl
c-o0000553-ASY046,o0000553,TI,ASY,046,osl
c-o0000553-ABZL023,o0000553,TI,ABZL,023,osl
c-o0000553-BAU023,o0000553,TI,BAU,023,osl
c-o0000553-ELLES011,o0000553,TI,ELLES,011,osl
c-o0000553-GCSL014,o0000553,TI,GCSL,014,osl
c-o0000553-KWU037,o0000553,TI,KWU,037,osl
c-o0000553-MZL118,o0000553,TI,MZL,118,osl
c-o0000553-PTACE012,o0000553,TI,PTACE,012,osl
c-o0000553-RSP089,o0000553,TI,RSP,089,osl
c-o0000553-SLLHA073av,o0000553,TI,SLLHA,073av,osl
c-o0000553-SYA039,o0000553,TI,SYA,039,osl
c-o0000554-MZL118,o0000554,TI@t,MZL,118,osl
c-o0027220-ASY231,o0027220,TI₂,ASY,231,osl
c-o0027220-HZL335,o0027220,TI₂,HZL,335,osl
c-o0027220-MZL633,o0027220,TI₂,MZL,633,osl
c-o0027220-SYA203,o0027220,TI₂,SYA,203,osl
c-o0000555-LAK017,o0000555,TIL,LAK,017,osl
c-o0000555-ABZL025,o0000555,TIL,ABZL,025,osl
c-o0000555-MZL113b,o0000555,TIL,MZL,113b,osl
c-o0000555-PTACE002,o0000555,TIL,PTACE,002,osl
c-o0000555-RSP048,o0000555,TIL,RSP,048,osl
c-o0000555-SYA035,o0000555,TIL,SYA,035,osl
c-o0000556-LAK211,o0000556,TU,LAK,211,osl
c-o0000556-ASY030,o0000556,TU,ASY,030,osl
c-o0000556-ABZL382,o0000556,TU,ABZL,382,osl
c-o0000556-BAU133,o0000556,TU,BAU,133,osl
c-o0000556-ELLES122,o0000556,TU,ELLES,122,osl
c-o0000556-GCSL107,o0000556,TU,GCSL,107,osl
c-o0000556-HZL346,o0000556,TU,HZL,346,osl
c-o0000556-MZL086,o0000556,TU,MZL,086,osl
c-o0000556-PTACE048,o0000556,TU,PTACE,048,osl
c-o0000556-REC147,o0000556,TU,REC,147,osl
c-o0000556-RSP443,o0000556,TU,RSP,443,osl
c-o0000556-SLLHA058,o0000556,TU,SLLHA,058,osl
c-o0000556-SYA025,o0000556,TU,SYA,025,osl
c-o0000297-GCSL105-2,o0000297,KU₄,GCSL,105,osl
c-o0223490-LAK141-a,o0223490,|ŠE.ŠU|,LAK,141^a,osl
c-o0031747-LAK141,o0031747,|ŠU×ŠE|,LAK,141,osl
c-o0000557-LAK792-a,o0000557,TUG₂,LAK,792^a,osl
c-o0000557-ABZL417,o0000557,TUG₂,ABZL,417,osl
c-o0000557-BAU385c,o0000557,TUG₂,BAU,385c,osl
c-o0000557-ELLES389,o0000557,TUG₂,ELLES,389,osl
c-o0000557-GCSL185a,o0000557,TUG₂,GCSL,185a,osl
c-o0000557-HZL212,o0000557,TUG₂,HZL,212,osl
c-o0000557-KWU875,o0000557,TUG₂,KWU,875,osl
c-o0000557-MZL809,o0000557,TUG₂,MZL,809,osl
c-o0000557-PTACE324,o0000557,TUG₂,PTACE,324,osl
c-o0000557-RSP255,o0000557,TUG₂,RSP,255,osl
c-o0000557-SLLHA536,o0000557,TUG₂,SLLHA,536,osl
c-o0000557-SYA255,o0000557,TUG₂,SYA,255,osl
c-o0000558-LAK473,o0000558,TUK,LAK,473,osl
c-o0000558-ASY309,o0000558,TUK,ASY,309,osl
c-o0000558-ABZL444,o0000558,TUK,ABZL,444,osl
c-o0000558-BAU283,o0000558,TUK,BAU,283,osl
c-o0000558-ELLES248,o0000558,TUK,ELLES,248,osl
c-o0000558-GCSL221,o0000558,TUK,GCSL,221,osl
c-o0000558-HZL053,o0000558,TUK,HZL,053,osl
c-o0000558-KWU909,o0000558,TUK,KWU,909,osl
c-o0000558-MZL827,o0000558,TUK,MZL,827,osl
c-o0000558-PTACE270,o0000558,TUK,PTACE,270,osl
c-o0000558-RSP392,o0000558,TUK,RSP,392,osl
c-o0000558-SLLHA574,o0000558,TUK,SLLHA,574,osl
c-o0000558-SYA272,o0000558,TUK,SYA,272,osl
c-o0000559-LAK494,o0000559,TUM,LAK,494,osl
c-o0000559-ASY137,o0000559,TUM,ASY,137,osl
c-o0000559-ABZL075,o0000559,TUM,ABZL,075,osl
c-o0000559-BAU378,o0000559,TUM,BAU,378,osl
c-o0000559-ELLES256,o0000559,TUM,ELLES,256,osl
c-o0000559-GCSL227,o0000559,TUM,GCSL,227,osl
c-o0000559-HZL125,o0000559,TUM,HZL,125,osl
c-o0000559-KWU730,o0000559,TUM,KWU,730,osl
c-o0000559-MZL354,o0000559,TUM,MZL,354,osl
c-o0000559-PTACE224,o0000559,TUM,PTACE,224,osl
c-o0000559-RSP404,o0000559,TUM,RSP,404,osl
c-o0000559-SLLHA207,o0000559,TUM,SLLHA,207,osl
c-o0000559-SYA119,o0000559,TUM,SYA,119,osl
c-o0221890-LAK496-2,o0221890,LAK496,LAK,496,osl
c-o0221890-GCSL228-2,o0221890,LAK496,GCSL,228,osl
c-o0027193-BAU379,o0027193,|TUM×A|,BAU,379,osl
c-o0002428-LAK497-a,o0002428,|TUM×(DIŠ.DIŠ.DIŠ)|,LAK,497^a,osl
c-o0002428-PTACE225,o0002428,|TUM×(DIŠ.DIŠ.DIŠ)|,PTACE,225,osl
c-o0002429-LAK497-b,o0002429,|TUM×GAN₂@t|,LAK,497^b,osl
c-o0002429-RSP405,o0002429,|TUM×GAN₂@t|,RSP,405,osl
c-o0027701-ELLES257,o0027701,|TUM×SAL|,ELLES,257,osl
c-o0027701-PTACE226,o0027701,|TUM×SAL|,PTACE,226,osl
c-o0000560-LAK528,o0000560,TUR,LAK,528,osl
c-o0000560-ASY107,o0000560,TUR,ASY,107,osl
c-o0000560-ABZL393,o0000560,TUR,ABZL,393,osl
c-o0000560-BAU415,o0000560,TUR,BAU,415,osl
c-o0000560-ELLES281,o0000560,TUR,ELLES,281,osl
c-o0000560-GCSL247,o0000560,TUR,GCSL,247,osl
c-o0000560-HZL237,o0000560,TUR,HZL,237,osl
c-o0000560-KWU801,o0000560,TUR,KWU,801,osl
c-o0000560-MZL255,o0000560,TUR,MZL,255,osl
c-o0000560-PTACE235,o0000560,TUR,PTACE,235,osl
c-o0000560-RSP381,o0000560,TUR,RSP,381,osl
c-o0000560-SLLHA144,o0000560,TUR,SLLHA,144,osl
c-o0000560-SYA094,o0000560,TUR,SYA,094,osl
c-o0002433-MZL256,o0002433,|TUR.DIŠ|,MZL,256,osl
c-o0002433-SLLHA144n,o0002433,|TUR.DIŠ|,SLLHA,144n,osl
c-o0002438-RSP382,o0002438,|TUR.TUR|,RSP,382,osl
c-o0002431-MZL257,o0002431,|TUR&TUR.ZA&ZA|,MZL,257,osl
c-o0002431-SLLHA144f,o0002431,|TUR&TUR.ZA&ZA|,SLLHA,144f,osl
c-o0000561-LAK821-b-3,o0000561,U,LAK,821^b,osl
c-o0000561-LAK840-b-3,o0000561,U,LAK,840^b,osl
c-o0000561-LAK857-b-3,o0000561,U,LAK,857^b,osl
c-o0000561-LAK859-b-3,o0000561,U,LAK,859^b,osl
c-o0000561-ASY242-3,o0000561,U,ASY,242,osl
c-o0000561-ABZL337,o0000561,U,ABZL,337,osl
c-o0000561-GCSL176-3,o0000561,U,GCSL,176,osl
c-o0000561-HZL261,o0000561,U,HZL,261,osl
c-o0000561-MZL661,o0000561,U,MZL,661,osl
c-o0000561-RSP006-1-2-3-4,o0000561,U,RSP,006 .1 .2 .3 .4,osl
c-o0000561-RSP008-U-u-u-5-6-7,o0000561,U,RSP,008 ŠUŠ 𒌋 šuš šu₄ .5 .6 .7,osl
c-o0000561-SLLHA411,o0000561,U,SLLHA,411,osl
c-o0000561-SYA213,o0000561,U,SYA,213,osl
c-o0223334-RSP028,o0223334,U@c,RSP,028,osl
c-o0002446-LAK414,o0002446,|U.AD|,LAK,414,osl
c-o0002446-ABZL342,o0002446,|U.AD|,ABZL,342,osl
c-o0002446-BAU181,o0002446,|U.AD|,BAU,181,osl
c-o0002446-GCSL206,o0002446,|U.AD|,GCSL,206,osl
c-o0002446-HZL266,o0002446,|U.AD|,HZL,266,osl
c-o0002446-KWU545,o0002446,|U.AD|,KWU,545,osl
c-o0002446-MZL683,o0002446,|U.AD|,MZL,683,osl
c-o0002446-RSP015,o0002446,|U.AD|,RSP,015,osl
c-o0002446-SLLHA430,o0002446,|U.AD|,SLLHA,430,osl
c-o0000092-LAK635-2,o0000092,AD,LAK,635,osl
c-o0000092-ASY108-2,o0000092,AD,ASY,108,osl
c-o0000092-BAU311-2,o0000092,AD,BAU,311,osl
c-o0000092-ELLES311-2,o0000092,AD,ELLES,311,osl
c-o0000092-GCSL270-2,o0000092,AD,GCSL,270,osl
c-o0000092-PTACE249-2,o0000092,AD,PTACE,249,osl
c-o0000092-RSP227-2,o0000092,AD,RSP,227,osl
c-o0002447-GCSL198,o0002447,|U.AN|,GCSL,198,osl
c-o0002448-HZL263,o0002448,|U.DAR|,HZL,263,osl
c-o0002448-MZL670,o0002448,|U.DAR|,MZL,670,osl
c-o0002448-SLLHA418,o0002448,|U.DAR|,SLLHA,418,osl
c-o0038420-LAK179,o0038420,|AŠ@t.DAR|,LAK,179,osl
c-o0038420-RSP011,o0038420,|AŠ@t.DAR|,RSP,011,osl
c-o0002449-ABZL338,o0002449,|U.DIM|,ABZL,338,osl
c-o0002449-MZL667,o0002449,|U.DIM|,MZL,667,osl
c-o0002449-SLLHA415a,o0002449,|U.DIM|,SLLHA,415a,osl
c-o0002450-ABZL339,o0002450,|U.DIM×ŠE|,ABZL,339,osl
c-o0002450-MZL668,o0002450,|U.DIM×ŠE|,MZL,668,osl
c-o0002453-ABZL341,o0002453,|U.EN×GAN₂@t|,ABZL,341,osl
c-o0002457-LAK412,o0002457,|U.GA|,LAK,412,osl
c-o0002457-ABZL351,o0002457,|U.GA|,ABZL,351,osl
c-o0002457-MZL700,o0002457,|U.GA|,MZL,700,osl
c-o0002457-RSP014,o0002457,|U.GA|,RSP,014,osl
c-o0002457-SLLHA443,o0002457,|U.GA|,SLLHA,443,osl
c-o0002456-LAK407-a,o0002456,|U.GAN|,LAK,407^a,osl
c-o0002456-ABZL345,o0002456,|U.GAN|,ABZL,345,osl
c-o0002456-BAU279,o0002456,|U.GAN|,BAU,279,osl
c-o0002456-HZL270,o0002456,|U.GAN|,HZL,270,osl
c-o0002456-KWU547,o0002456,|U.GAN|,KWU,547,osl
c-o0002456-MZL684,o0002456,|U.GAN|,MZL,684,osl
c-o0002456-RSP016,o0002456,|U.GAN|,RSP,016,osl
c-o0002456-SLLHA428,o0002456,|U.GAN|,SLLHA,428,osl
c-o0018530-LAK062,o0018530,|AŠ.GAN|,LAK,062,osl
c-o0018530-ELLES038,o0018530,|AŠ.GAN|,ELLES,038,osl
c-o0002459-LAK299,o0002459,|U.GUD|,LAK,299,osl
c-o0002459-LAK300,o0002459,|U.GUD|,LAK,300,osl
c-o0002459-ASY258,o0002459,|U.GUD|,ASY,258,osl
c-o0002459-ABZL344,o0002459,|U.GUD|,ABZL,344,osl
c-o0002459-BAU221,o0002459,|U.GUD|,BAU,221,osl
c-o0002459-ELLES173,o0002459,|U.GUD|,ELLES,173,osl
c-o0002459-GCSL199,o0002459,|U.GUD|,GCSL,199,osl
c-o0002459-HZL275,o0002459,|U.GUD|,HZL,275,osl
c-o0002459-KWU502,o0002459,|U.GUD|,KWU,502,osl
c-o0002459-MZL698,o0002459,|U.GUD|,MZL,698,osl
c-o0002459-PTACE150,o0002459,|U.GUD|,PTACE,150,osl
c-o0002459-RSP012,o0002459,|U.GUD|,RSP,012,osl
c-o0002459-SLLHA441,o0002459,|U.GUD|,SLLHA,441,osl
c-o0002459-SYA226,o0002459,|U.GUD|,SYA,226,osl
c-o0002460-MZL669,o0002460,|U.GUR|,MZL,669,osl
c-o0002460-SLLHA417,o0002460,|U.GUR|,SLLHA,417,osl
c-o0002461-LAK413,o0002461,|U.KA|,LAK,413,osl
c-o0002461-ASY243,o0002461,|U.KA|,ASY,243,osl
c-o0002461-ABZL358,o0002461,|U.KA|,ABZL,358,osl
c-o0002461-HZL272,o0002461,|U.KA|,HZL,272,osl
c-o0002461-KWU514,o0002461,|U.KA|,KWU,514,osl
c-o0002461-MZL663,o0002461,|U.KA|,MZL,663,osl
c-o0002461-RSP013,o0002461,|U.KA|,RSP,013,osl
c-o0002461-SLLHA412,o0002461,|U.KA|,SLLHA,412,osl
c-o0002461-SYA214,o0002461,|U.KA|,SYA,214,osl
c-o0002462-ABZL346,o0002462,|U.KID|,ABZL,346,osl
c-o0002462-MZL699,o0002462,|U.KID|,MZL,699,osl
c-o0002462-SLLHA442,o0002462,|U.KID|,SLLHA,442,osl
c-o0002464-ABZL340,o0002464,|U.MU|,ABZL,340,osl
c-o0002464-HZL264,o0002464,|U.MU|,HZL,264,osl
c-o0002464-MZL665,o0002464,|U.MU|,MZL,665,osl
c-o0002464-SLLHA415,o0002464,|U.MU|,SLLHA,415,osl
c-o0002465-ABZL347,o0002465,|U.PIRIG|,ABZL,347,osl
c-o0002466-LAK316,o0002466,|U.SAG|,LAK,316,osl
c-o0002466-ABZL357,o0002466,|U.SAG|,ABZL,357,osl
c-o0002466-BAU179,o0002466,|U.SAG|,BAU,179,osl
c-o0002466-ELLES180,o0002466,|U.SAG|,ELLES,180,osl
c-o0002466-KWU513,o0002466,|U.SAG|,KWU,513,osl
c-o0002466-MZL671,o0002466,|U.SAG|,MZL,671,osl
c-o0002466-PTACE156,o0002466,|U.SAG|,PTACE,156,osl
c-o0002466-SLLHA419,o0002466,|U.SAG|,SLLHA,419,osl
c-o0002477-LAK411,o0002477,|U.ŠA|,LAK,411,osl
c-o0002477-KWU509,o0002477,|U.ŠA|,KWU,509,osl
c-o0000364-LAK384,o0000364,LAK384,LAK,384,osl
c-o0000364-ELLES209,o0000364,LAK384,ELLES,209,osl
c-o0000364-PTACE302,o0000364,LAK384,PTACE,302,osl
c-o0002468-ASY267,o0002468,|U.TUG₂|,ASY,267,osl
c-o0002468-ABZL360,o0002468,|U.TUG₂|,ABZL,360,osl
c-o0002468-GCSL185,o0002468,|U.TUG₂|,GCSL,185,osl
c-o0002468-HZL262,o0002468,|U.TUG₂|,HZL,262,osl
c-o0002468-KWU412,o0002468,|U.TUG₂|,KWU,412,osl
c-o0002468-LAK416,o0002468,|U.TUG₂|,LAK,416,osl
c-o0002468-MZL720,o0002468,|U.TUG₂|,MZL,720,osl
c-o0002468-SLLHA459,o0002468,|U.TUG₂|,SLLHA,459,osl
c-o0002468-SYA234,o0002468,|U.TUG₂|,SYA,234,osl
c-o0002475-ASY274-3,o0002475,|U.U|,ASY,274,osl
c-o0002475-ABZL363,o0002475,|U.U|,ABZL,363,osl
c-o0002475-HZL296,o0002475,|U.U|,HZL,296,osl
c-o0002475-MZL708,o0002475,|U.U|,MZL,708,osl
c-o0002475-SLLHA471,o0002475,|U.U|,SLLHA,471,osl
c-o0002475-SYA240,o0002475,|U.U|,SYA,240,osl
c-o0000010-LAK185,o0000010,2(AŠ@t),LAK,185,osl
c-o0000010-PTACE206,o0000010,2(AŠ@t),PTACE,206,osl
c-o0002471-ASY275,o0002471,|U.U.U|,ASY,275,osl
c-o0002471-ABZL366,o0002471,|U.U.U|,ABZL,366,osl
c-o0002471-HZL331,o0002471,|U.U.U|,HZL,331,osl
c-o0002471-MZL711,o0002471,|U.U.U|,MZL,711,osl
c-o0002471-SLLHA472,o0002471,|U.U.U|,SLLHA,472,osl
c-o0002471-SYA241,o0002471,|U.U.U|,SYA,241,osl
c-o0000021-LAK191,o0000021,3(AŠ@t),LAK,191,osl
c-o0002473-LAK401,o0002473,|U.UD|,LAK,401,osl
c-o0002473-KWU511,o0002473,|U.UD|,KWU,511,osl
c-o0002473-MZL706,o0002473,|U.UD|,MZL,706,osl
c-o0002473-RSP328,o0002473,|U.UD|,RSP,328,osl
c-o0002473-SLLHA447,o0002473,|U.UD|,SLLHA,447,osl
c-o0002472-LAK402,o0002472,|U.UD.KID|,LAK,402,osl
c-o0002472-KWU512,o0002472,|U.UD.KID|,KWU,512,osl
c-o0002472-MZL707,o0002472,|U.UD.KID|,MZL,707,osl
c-o0002472-RSP017,o0002472,|U.UD.KID|,RSP,017,osl
c-o0002472-SLLHA447a,o0002472,|U.UD.KID|,SLLHA,447a,osl
c-o0002445-MZL747,o0002445,|U.5(DIŠ)|,MZL,747,osl
c-o0002445-SLLHA470,o0002445,|U.5(DIŠ)|,SLLHA,470,osl
c-o0002441-LAK419,o0002441,|U&U.PA&PA.GAR&GAR|,LAK,419,osl
c-o0002441-SLLHA411_182a,o0002441,|U&U.PA&PA.GAR&GAR|,SLLHA,411_182a,osl
c-o0002442-LAK418,o0002442,|U&U.SUR&SUR|,LAK,418,osl
c-o0002442-GCSL213,o0002442,|U&U.SUR&SUR|,GCSL,213,osl
c-o0002442-SLLHA411_167a,o0002442,|U&U.SUR&SUR|,SLLHA,411_167a,osl
c-o0002444-MZL713,o0002444,|U&U.U@v&U@v|,MZL,713,osl
c-o0002444-SLLHA474,o0002444,|U&U.U@v&U@v|,SLLHA,474,osl
c-o0000562-LAK808,o0000562,U@g,LAK,808,osl
c-o0000562-LAK858-b,o0000562,U@g,LAK,858^b,osl
c-o0000562-HZL261,o0000562,U@g,HZL,261,osl
c-o0000562-MZL662,o0000562,U@g,MZL,662,osl
c-o0000562-SLLHA350_8,o0000562,U@g,SLLHA,350_8,osl
c-o0223372-LAK858-a,o0223372,1(BURU@c),LAK,858^a,osl
c-o0223372-RSP034-a,o0223372,1(BURU@c),RSP,034^a,osl
c-o0000599-LAK152,o0000599,U₂,LAK,152,osl
c-o0000599-ASY169,o0000599,U₂,ASY,169,osl
c-o0000599-ABZL146,o0000599,U₂,ABZL,146,osl
c-o0000599-BAU091,o0000599,U₂,BAU,091,osl
c-o0000599-ELLES082,o0000599,U₂,ELLES,082,osl
c-o0000599-GCSL066,o0000599,U₂,GCSL,066,osl
c-o0000599-HZL195,o0000599,U₂,HZL,195,osl
c-o0000599-KWU296,o0000599,U₂,KWU,296,osl
c-o0000599-MZL490,o0000599,U₂,MZL,490,osl
c-o0000599-PTACE102,o0000599,U₂,PTACE,102,osl
c-o0000599-RSP133,o0000599,U₂,RSP,133,osl
c-o0000599-SLLHA318,o0000599,U₂,SLLHA,318,osl
c-o0000599-SYA147,o0000599,U₂,SYA,147,osl
c-o0000213-LAK006-3,o0000213,GIR₂,LAK,006,osl
c-o0000213-ASY009-3,o0000213,GIR₂,ASY,009,osl
c-o0000213-GCSL002-2,o0000213,GIR₂,GCSL,002,osl
c-o0000213-PTACE005-2,o0000213,GIR₂,PTACE,005,osl
c-o0000564-LAK284,o0000564,UB,LAK,284,osl
c-o0000564-ASY161,o0000564,UB,ASY,161,osl
c-o0000564-ABZL288,o0000564,UB,ABZL,288,osl
c-o0000564-BAU239,o0000564,UB,BAU,239,osl
c-o0000564-ELLES166,o0000564,UB,ELLES,166,osl
c-o0000564-GCSL128,o0000564,UB,GCSL,128,osl
c-o0000564-HZL152,o0000564,UB,HZL,152,osl
c-o0000564-KWU478,o0000564,UB,KWU,478,osl
c-o0000564-MZL504,o0000564,UB,MZL,504,osl
c-o0000564-PTACE116,o0000564,UB,PTACE,116,osl
c-o0000564-RSP185,o0000564,UB,RSP,185,osl
c-o0000564-SLLHA306,o0000564,UB,SLLHA,306,osl
c-o0000564-SYA139,o0000564,UB,SYA,139,osl
c-o0000565-LAK379,o0000565,UD,LAK,379,osl
c-o0000565-ASY221,o0000565,UD,ASY,221,osl
c-o0000565-ABZL332,o0000565,UD,ABZL,332,osl
c-o0000565-BAU197,o0000565,UD,BAU,197,osl
c-o0000565-ELLES206,o0000565,UD,ELLES,206,osl
c-o0000565-ELLES217,o0000565,UD,ELLES,217,osl
c-o0000565-GCSL171,o0000565,UD,GCSL,171,osl
c-o0000565-HZL316,o0000565,UD,HZL,316,osl
c-o0000565-KWU345,o0000565,UD,KWU,345,osl
c-o0000565-MZL596,o0000565,UD,MZL,596,osl
c-o0000565-PTACE185,o0000565,UD,PTACE,185,osl
c-o0000565-REC234,o0000565,UD,REC,234,osl
c-o0000565-RSP322,o0000565,UD,RSP,322,osl
c-o0000565-SLLHA381,o0000565,UD,SLLHA,381,osl
c-o0000565-SYA193,o0000565,UD,SYA,193,osl
c-o0002482-BAU201,o0002482,|UD.AB|,BAU,201,osl
c-o0027166-ZATU034,o0027166,ARARMA₂~a,ZATU,034,osl
c-o0002488-ASY222,o0002488,|UD.DU|,ASY,222,osl
c-o0002488-BAU198a,o0002488,|UD.DU|,BAU,198a,osl
c-o0002488-GCSL173,o0002488,|UD.DU|,GCSL,173,osl
c-o0002488-RSP326,o0002488,|UD.DU|,RSP,326,osl
c-o0002488-SYA194,o0002488,|UD.DU|,SYA,194,osl
c-o0002497-GCSL172,o0002497,|UD.KA.BAR|,GCSL,172,osl
c-o0018560-LAK329,o0018560,|UD.KA.AŠ|,LAK,329,osl
c-o0002500-LAK305,o0002500,|UD.KUŠU₂|,LAK,305,osl
c-o0002500-ASY225,o0002500,|UD.KUŠU₂|,ASY,225,osl
c-o0002500-ABZL333,o0002500,|UD.KUŠU₂|,ABZL,333,osl
c-o0002500-KWU345,o0002500,|UD.KUŠU₂|,KWU,345,osl
c-o0002500-MZL611,o0002500,|UD.KUŠU₂|,MZL,611,osl
c-o0002500-RSP174,o0002500,|UD.KUŠU₂|,RSP,174,osl
c-o0002500-SLLHA392,o0002500,|UD.KUŠU₂|,SLLHA,392,osl
c-o0002500-SYA197,o0002500,|UD.KUŠU₂|,SYA,197,osl
c-o0000295-LAK304-2,o0000295,KUŠU₂,LAK,304,osl
c-o0000295-ASY304-2,o0000295,KUŠU₂,ASY,304,osl
c-o0223331-RSP321,o0223331,|UD×KUŠU₂|,RSP,321,osl
c-o0002503-RSP327,o0002503,|UD.MA₂.AB×HA.TAG|,RSP,327,osl
c-o0002508-BAU200,o0002508,|UD.NUN|,BAU,200,osl
c-o0002508-RSP325,o0002508,|UD.NUN|,RSP,325,osl
c-o0027165-ZATU019,o0027165,ADAB~a,ZATU,019,osl
c-o0002509-ABZL463,o0002509,|UD.SAL.HUB₂|,ABZL,463,osl
c-o0002509-MZL610-2,o0002509,|UD.SAL.HUB₂|,MZL,610,osl
c-o0002509-SLLHA391-2,o0002509,|UD.SAL.HUB₂|,SLLHA,391,osl
c-o0002512-RSP323,o0002512,|UD.UD|,RSP,323,osl
c-o0025694-ELLES207,o0025694,|UD×PAP|,ELLES,207,osl
c-o0002522-MZL597,o0002522,|UD×MI|,MZL,597,osl
c-o0002522-SLLHA382v,o0002522,|UD×MI|,SLLHA,382v,osl
