ID,Sign_Name,OID,Parent_OID,Aka,Deprecated,Codepoints,PUA,Glyph,Unicode_Name,Source
s-o0001890,|LAL.SAR|,o0001890,,,false,U+121F2 U+122AC,,𒇲𒊬,,osl
s-o0027709,|LAL×DIŠ|,o0027709,,,false,,,,,osl
s-o0027628,|LAL×LAGAB|,o0027628,,,false,,,,,osl
s-o0000423,LAL₂,o0000423,,,false,U+121F3,,𒇳,CUNEIFORM SIGN LAL TIMES LAL,osl
s-o0031611,|LAL%LAL|,o0031611,o0000423,,false,,,,,osl
s-o0001891,|LAL₂.A|,o0001891,,,false,U+121F3 U+12000,,𒇳𒀀,,osl
s-o0221898,|LAL₂.AŠ₂|,o0221898,,,false,U+121F3 U+1203E,,𒇳𒀾,,osl
s-o0001893,|LAL₂.DU|,o0001893,,,false,U+121F3 U+1207A,,𒇳𒁺,,osl
s-o0027630,|LAL₂×DU|,o0027630,o0001893,,true,,,,,osl
s-o0025676,|LAL₂.DU.DU|,o0025676,o0001893,,false,U+121F3 U+1207A U+1207A,,𒇳𒁺𒁺,,osl
s-o0025676-2,|LAL₂.DU.DU|,o0025676,,,false,U+121F3 U+1207A U+1207A,,𒇳𒁺𒁺,,osl
s-o0221943,|LAL₂.DUR₂|,o0221943,,,false,U+121F3 U+12089,,𒇳𒂉,,osl
s-o0001894,|LAL₂.HAL|,o0001894,,,false,U+121F3 U+1212C,,𒇳𒄬,,osl
s-o0027873,|LAL₂×HAL|,o0027873,o0001894,,false,,,,,osl
s-o0001895,|LAL₂.KAK|,o0001895,,,false,U+121F3 U+12195,,𒇳𒆕,,osl
s-o0001896,|LAL₂.LAGAB|,o0001896,,,false,U+121F3 U+121B8,,𒇳𒆸,,osl
s-o0001897,|LAL₂.NI|,o0001897,,,false,U+121F3 U+1224C,,𒇳𒉌,,osl
s-o0001898,|LAL₂.SAR|,o0001898,,,false,U+121F3 U+122AC,,𒇳𒊬,,osl
s-o0001899,|LAL₂.TUG₂|,o0001899,,,false,U+121F3 U+12306,,𒇳𒌆,,osl
s-o0221870,|LAL.TUG₂|,o0221870,o0001899,,false,U+121F2 U+12306,,𒇲𒌆,,osl
s-o0221871,|LAL×KU|,o0221871,o0001899,,false,,,,,osl
s-o0221894,|LAL₂×DUR₂|,o0221894,o0001899,,false,,,,,osl
s-o0221860,|LAL₂×TUG₂|,o0221860,o0001899,,false,,,,,osl
s-o0001901,|LAL₂.U|,o0001901,,,false,U+121F3 U+1230B,,𒇳𒌋,,osl
s-o0001900,|LAL₂.URU×MIN|,o0001900,,,false,U+121F3 U+12347,,𒇳𒍇,,osl
s-o0023060,|LAL₂.URU|,o0023060,o0001900,,false,U+121F3 U+12337,,𒇳𒌷,,osl
s-o0022987,|LAL₂.X|,o0022987,,,false,U+121F3 O,,𒇳X,,osl
s-o0027630-2,|LAL₂×DU|,o0027630,,,true,,,,,osl
s-o0028025,|LAL₂×KAK|,o0028025,,,false,,,,,osl
s-o0038099,|LAL₂×KU|,o0038099,,,false,,,,,osl
s-o0031802,|LAL₂×LAGAB|,o0031802,,,false,,,,,osl
s-o0031804,|LAL₂×SAR|,o0031804,,,false,,,,,osl
s-o0028023,|LAL₂×(URU×MIN)|,o0028023,,,false,,,,,osl
s-o0000424,LAM,o0000424,,,false,U+121F4,,𒇴,CUNEIFORM SIGN LAM,osl
s-o0001902,|LAM.HI×DIŠ|,o0001902,,,false,U+121F4 U+12131,,𒇴𒄱,,osl
s-o0001903,|LAM.SAG|,o0001903,,,false,U+121F4 U+12295,,𒇴𒊕,,osl
s-o0001906,|LAM×KUR|,o0001906,,,false,U+121F5,,𒇵,CUNEIFORM SIGN LAM TIMES KUR,osl
s-o0031674,|LAM×KUR.KI|,o0031674,,|LAM₇.KI|,false,U+121F5 U+121A0,,𒇵𒆠,,osl
s-o0001904,|LAM×(KUR.RU)|,o0001904,,,false,U+121F6,,𒇶,CUNEIFORM SIGN LAM TIMES KUR PLUS RU,osl
s-o0023061,|LAM.KUR.RU|,o0023061,o0001904,,false,U+121F4 U+121B3 U+12292,,𒇴𒆳𒊒,,osl
s-o0018864,|LAM.RU|,o0018864,o0001904,,false,U+121F4 U+12292,,𒇴𒊒,,osl
s-o0037991,|LAM×KUR.RU|,o0037991,o0001904,,false,U+121F5 U+12292,,𒇵𒊒,,osl
s-o0001905,|LAM×KUR.RU.DA|,o0001905,,,false,U+121F5 U+12292 U+12055,,𒇵𒊒𒁕,,osl
s-o0000349,LAK3,o0000349,,,false,U+124D5,,𒓕,CUNEIFORM SIGN LAK3,osl
s-o0000311,LAK11,o0000311,,,false,,,,,osl
s-o0000313,LAK13,o0000313,,,false,,,,,osl
s-o0000321,LAK20,o0000321,,,false,,U+F0086,󰂆,,osl
s-o0000322,LAK21,o0000322,,,false,U+124D6,,𒓖,CUNEIFORM SIGN LAK21,osl
s-o0000338,LAK25,o0000338,,,false,U+124D7,,𒓗,CUNEIFORM SIGN LAK25,osl
s-o0000344,LAK27,o0000344,,,false,,,,,osl
s-o0000345,LAK28,o0000345,,,false,,,,,osl
s-o0000350,LAK30,o0000350,,,false,U+124D8,,𒓘,CUNEIFORM SIGN LAK30,osl
s-o0000362,LAK37,o0000362,,,false,,,,,osl
s-o0018556,LAK046@v,o0018556,,,false,,,,,osl
s-o0025810,LAK046a,o0025810,,,false,,,,,osl
s-o0000390,LAK50,o0000390,,,false,U+124D9,,𒓙,CUNEIFORM SIGN LAK50,osl
s-o0025793,LAK079,o0025793,,,false,,,,,osl
s-o0025789,|(LAK079&LAK079)@g|,o0025789,,,false,U+124DC,,𒓜,CUNEIFORM SIGN LAK79 OVER LAK79 GUNU,osl
s-o0000418,LAK80,o0000418,,,false,U+124DD,,𒓝,CUNEIFORM SIGN LAK80,osl
s-o0027563,LAK81,o0027563,,,false,,,,,osl
s-o0001886,|LAK81&LAK81|,o0001886,,,false,U+124DE,,𒓞,CUNEIFORM SIGN LAK81 OVER LAK81,osl
s-o0000421,LAK92,o0000421,,,false,U+124DF,,𒓟,CUNEIFORM SIGN LAK92,osl
s-o0000310,LAK093,o0000310,,,false,,U+F0072,󰁲,,osl
s-o0000314,LAK130,o0000314,,,false,U+124E0,,𒓠,CUNEIFORM SIGN LAK130,osl
s-o0000315,LAK132,o0000315,,,false,,,,,osl
s-o0025818,LAK141,o0025818,,,false,,,,,osl
s-o0000316,LAK142,o0000316,,,false,U+124E1,,𒓡,CUNEIFORM SIGN LAK142,osl
s-o0000317,LAK151,o0000317,,BIL₂@g,false,,U+F0079,󰁹,,osl
s-o0000318,LAK171@s,o0000318,,,false,,,,,osl
s-o0000320,LAK195,o0000320,,,false,,,,,osl
s-o0221917,LAK205,o0221917,,,false,,,,,osl
s-o0025824,LAK207a,o0025824,,,false,,,,,osl
s-o0000323,LAK210,o0000323,,,false,U+124E2,,𒓢,CUNEIFORM SIGN LAK210,osl
s-o0000325,LAK213,o0000325,,,false,,,,,osl
s-o0000327,LAK220,o0000327,,,false,U+124E4,,𒓤,CUNEIFORM SIGN LAK220,osl
s-o0000329,LAK225,o0000329,,,false,U+124E5,,𒓥,CUNEIFORM SIGN LAK225,osl
s-o0000330,LAK228,o0000330,,,false,U+124E6,,𒓦,CUNEIFORM SIGN LAK228,osl
s-o0000331,LAK231,o0000331,,,false,,,,,osl
s-o0025731,LAK234,o0025731,,,false,,,,,osl
s-o0031745,|LAK234&LAK234|,o0031745,,,false,,,,,osl
s-o0000332,LAK238,o0000332,,,false,U+124E7,,𒓧,CUNEIFORM SIGN LAK238,osl
s-o0000334,LAK241,o0000334,,,false,,,,,osl
s-o0000336,LAK246,o0000336,,,false,,,,,osl
s-o0025828-2,LAK248b,o0025828,,,false,,,,,osl
s-o0000339,LAK252,o0000339,,,false,,,,,osl
s-o0025829,LAK256@g,o0025829,,,false,,,,,osl
s-o0000340,LAK262,o0000340,,,false,,,,,osl
s-o0025831,LAK262@g,o0025831,,,false,,,,,osl
s-o0028017,|LAK263×BAR|,o0028017,,,false,,,,,osl
s-o0000342,LAK265,o0000342,,,false,U+124E8,,𒓨,CUNEIFORM SIGN LAK265,osl
s-o0000343,LAK266,o0000343,,,false,U+124E9,,𒓩,CUNEIFORM SIGN LAK266,osl
s-o0025775,LAK283a,o0025775,,,false,,,,,osl
s-o0000346,LAK286,o0000346,,,false,,,,,osl
s-o0000347,LAK287,o0000347,,,false,,,,,osl
s-o0000348,LAK298,o0000348,,,false,,,,,osl
s-o0025837,LAK309a,o0025837,,,false,,,,,osl
s-o0000351,LAK315,o0000351,,,false,,,,,osl
s-o0000354,LAK336,o0000354,,,false,,,,,osl
s-o0000355,LAK343,o0000355,,,false,U+124EA,,𒓪,CUNEIFORM SIGN LAK343,osl
s-o0000356,LAK347,o0000356,,,false,U+124EB,,𒓫,CUNEIFORM SIGN LAK347,osl
s-o0000357,LAK348,o0000357,,,false,U+124EC,,𒓬,CUNEIFORM SIGN LAK348,osl
s-o0025733,LAK350@90,o0025733,,,false,,,,,osl
s-o0025841,LAK363,o0025841,,,false,,,,,osl
s-o0000360,LAK368@s,o0000360,,,false,,,,,osl
s-o0000361,LAK369,o0000361,,,false,,,,,osl
s-o0000363,LAK383,o0000363,,,false,U+124ED,,𒓭,CUNEIFORM SIGN LAK383,osl
s-o0000366,LAK387,o0000366,,,false,,,,,osl
s-o0000368,LAK390,o0000368,,,false,U+124EF,,𒓯,CUNEIFORM SIGN LAK390,osl
s-o0038384,LAK395,o0038384,,,false,,,,,osl
s-o0038386,LAK399,o0038386,,,false,,,,,osl
s-o0025844,LAK407,o0025844,,,false,,,,,osl
s-o0000370,LAK408,o0000370,,,false,,,,,osl
s-o0000371,LAK409,o0000371,,,false,,,,,osl
s-o0000372,LAK410,o0000372,,,false,,,,,osl
s-o0000373,LAK441,o0000373,,,false,U+124F0,,𒓰,CUNEIFORM SIGN LAK341,osl
s-o0027544,LAK444,o0027544,,,false,,,,,osl
s-o0027545,LAK445,o0027545,,,false,,,,,osl
s-o0028019,|LAK449×(AN.EŠ₂)|,o0028019,,,false,,,,,osl
s-o0001857,|LAK449×GU|,o0001857,,,false,U+124F2,,𒓲,CUNEIFORM SIGN LAK449 TIMES GU,osl
s-o0001858,|LAK449×IGI|,o0001858,,,false,U+124F3,,𒓳,CUNEIFORM SIGN LAK449 TIMES IGI,osl
s-o0001854,|LAK449×(PAP.LU₃)|,o0001854,,,false,U+124F4,,𒓴,CUNEIFORM SIGN LAK449 TIMES PAP PLUS LU3,osl
s-o0001855,|LAK449×(PAP.PAP.LU₃)|,o0001855,,,false,U+124F5,,𒓵,CUNEIFORM SIGN LAK449 TIMES PAP PLUS PAP PLUS LU3,osl
s-o0221878,|NUNUZ.AB₂×LU₃|,o0221878,o0001855,,false,U+1226D X,,𒉭X,,osl
s-o0002145,|NUNUZ.AB₂×(LU₃.PAP.PAP)|,o0002145,o0001855,,true,U+1226D X,,𒉭X,,osl
s-o0002159,|NUNUZ.KISIM₅×(LU₃.PAP.PAP)|,o0002159,o0001855,|NUNUZ.(KISIM₅×(GUG₂.MUNU₄))|,false,U+1226D X,,𒉭X,,osl
s-o0028021,|LAK449×SI|,o0028021,,,false,,,,,osl
s-o0001856,|LAK449×(U₂.BA)|,o0001856,,,false,U+124F6,,𒓶,CUNEIFORM SIGN LAK449 TIMES U2 PLUS BA,osl
s-o0027546,LAK449a,o0027546,,,false,,,,,osl
s-o0027620,|LAK449a×GU|,o0027620,,,false,,,,,osl
s-o0027622,|LAK449a×IGI|,o0027622,,,false,,,,,osl
s-o0000376,LAK453,o0000376,,,false,,,,,osl
s-o0027547,LAK456,o0027547,,,false,,,,,osl
s-o0000377-2,LAK457,o0000377,,,false,U+124F8,,𒓸,CUNEIFORM SIGN LAK457,osl
s-o0270207,LAK458,o0270207,,,false,,,,,osl
s-o0000380,LAK470,o0000380,,,false,U+124F9,,𒓹,CUNEIFORM SIGN LAK470,osl
s-o0000381,LAK471,o0000381,,,false,,,,,osl
s-o0000382,LAK483,o0000382,,,false,U+124FA,,𒓺,CUNEIFORM SIGN LAK483,osl
s-o0000383,LAK488,o0000383,,,false,,,,,osl
s-o0000384,LAK490,o0000384,,,false,U+124FB,,𒓻,CUNEIFORM SIGN LAK490,osl
s-o0027624,|LAK490×KASKAL|,o0027624,,,false,,,,,osl
s-o0025734,LAK490@90,o0025734,,,false,,,,,osl
s-o0000385,LAK492,o0000385,,,false,U+124FC,,𒓼,CUNEIFORM SIGN LAK492,osl
s-o0000387,LAK495,o0000387,,,false,U+124FE,,𒓾,CUNEIFORM SIGN LAK495,osl
s-o0221890,LAK496,o0221890,,,false,,,,,osl
s-o0000388,LAK498,o0000388,,,false,,,,,osl
s-o0027548,LAK508,o0027548,,,false,,,,,osl
s-o0000394,LAK526,o0000394,,,false,,U+F0073,󰁳,,osl
s-o0025735,LAK546,o0025735,,,false,,,,,osl
s-o0000397,LAK550,o0000397,,,false,U+124FF,,𒓿,CUNEIFORM SIGN LAK550,osl
s-o0000398,LAK558,o0000398,,,false,,,,,osl
s-o0000399,LAK605,o0000399,,,false,,,,,osl
s-o0000400,LAK606,o0000400,,,false,,U+F0087,󰂇,,osl
s-o0000402,LAK608,o0000402,,,false,U+12500,,𒔀,CUNEIFORM SIGN LAK608,osl
s-o0000403,LAK617,o0000403,,,false,U+12501,,𒔁,CUNEIFORM SIGN LAK-617,osl
s-o0001865,|LAK617×AŠ|,o0001865,,,false,U+12502,,𒔂,CUNEIFORM SIGN LAK617 TIMES ASH,osl
s-o0001866,|LAK617×BAD|,o0001866,,,false,U+12503,,𒔃,CUNEIFORM SIGN LAK617 TIMES BAD,osl
s-o0038182,|LAK617×HI|,o0038182,,,false,,,,,osl
s-o0038329,|LAK617×IGI|,o0038329,,,false,,,,,osl
s-o0001867,|LAK617×KU₃|,o0001867,,,false,U+12505,,𒔅,CUNEIFORM SIGN LAK617 TIMES KU3,osl
s-o0027212,|LAK617×LA@n|,o0027212,,,false,,,,,osl
s-o0001870,|LAK617×TAR|,o0001870,,,false,U+12507,,𒔇,CUNEIFORM SIGN LAK617 TIMES TAR,osl
s-o0001871,|LAK617×TE|,o0001871,,,false,U+12508,,𒔈,CUNEIFORM SIGN LAK617 TIMES TE,osl
s-o0001874,|LAK617×U₂|,o0001874,,,false,U+12509,,𒔉,CUNEIFORM SIGN LAK617 TIMES U2,osl
s-o0001872,|LAK617×UD|,o0001872,,,false,U+1250A,,𒔊,CUNEIFORM SIGN LAK617 TIMES UD,osl
s-o0001873,|LAK617×URUDA|,o0001873,,,false,U+1250B,,𒔋,CUNEIFORM SIGN LAK617 TIMES URUDA,osl
s-o0000405,LAK636,o0000405,,,false,U+1250C,,𒔌,CUNEIFORM SIGN LAK636,osl
s-o0031672,|LAK636.LAK636|,o0031672,,,false,U+1250C U+1250C,,𒔌𒔌,,osl
s-o0000406,LAK638,o0000406,,,false,,,,,osl
s-o0027550,LAK643,o0027550,,,false,,,,,osl
s-o0000407,LAK646,o0000407,,,false,,,,,osl
s-o0027626,|LAK648×DIŠ@c|,o0027626,,|LAK648×1(DIŠ@c)|,false,,,,,osl
s-o0001877,|LAK648×DUB|,o0001877,,,false,U+1250E,,𒔎,CUNEIFORM SIGN LAK648 TIMES DUB,osl
s-o0001878,|LAK648×GA|,o0001878,,,false,U+1250F,,𒔏,CUNEIFORM SIGN LAK648 TIMES GA,osl
s-o0001879,|LAK648×IGI@g|,o0001879,,,false,U+12511,,𒔑,CUNEIFORM SIGN LAK648 TIMES IGI GUNU,osl
s-o0038180,|LAK648×LU₃|,o0038180,,,false,,,,,osl
s-o0001882,|LAK648×NI|,o0001882,,,false,U+12512,,𒔒,CUNEIFORM SIGN LAK-648 TIMES NI,osl
s-o0001875,|LAK648×(PAP.PAP.LU₃)|,o0001875,,,false,U+12513,,𒔓,CUNEIFORM SIGN LAK648 TIMES PAP PLUS PAP PLUS LU3,osl
s-o0001876,|LAK648×(ŠEŠ.KI)|,o0001876,,,false,U+12514,,𒔔,CUNEIFORM SIGN LAK648 TIMES SHESH PLUS KI,osl
s-o0001883,|LAK648×UD|,o0001883,,,false,U+12515,,𒔕,CUNEIFORM SIGN LAK648 TIMES UD,osl
s-o0000410,LAK708,o0000410,,,false,,,,,osl
s-o0025852,LAK712a,o0025852,,,false,,,,,osl
s-o0038394,LAK712b,o0038394,,,false,,,,,osl
s-o0027551,LAK722,o0027551,,,false,,,,,osl
s-o0000411,LAK724,o0000411,,,false,U+12517,,𒔗,CUNEIFORM SIGN LAK724,osl
s-o0000414,LAK748,o0000414,,,false,,,,,osl
s-o0000415,LAK749,o0000415,,,false,U+12518,,𒔘,CUNEIFORM SIGN LAK749,osl
s-o0000416,LAK764,o0000416,,,false,,,,,osl
s-o0018528,LAK765,o0018528,,,false,,,,,osl
s-o0025854,LAK772b,o0025854,,,false,,,,,osl
s-o0027553,LAK773,o0027553,,,false,,,,,osl
s-o0000417,LAK774,o0000417,,,false,,,,,osl
s-o0021461,LAK779,o0021461,,,false,,,,,osl
s-o0025856,LAK791a,o0025856,,,false,,,,,osl
s-o0027557,LAK804,o0027557,,,false,,,,,osl
s-o0027559,LAK805,o0027559,,,false,,,,,osl
s-o0027561,LAK806,o0027561,,,false,,,,,osl
s-o0000419,LAK811,o0000419,,,false,,,,,osl
s-o0000420,LAK812,o0000420,,,false,,,,,osl
s-o0025858,LAK821,o0025858,,,false,,,,,osl
s-o0000425,LI,o0000425,,,false,U+121F7,,𒇷,CUNEIFORM SIGN LI,osl
s-o0221970,|LI&LI|,o0221970,,,false,,,,,osl
s-o0000426-2,LIL,o0000426,,REC56,false,U+121F8,,𒇸,CUNEIFORM SIGN LIL,osl
s-o0000298-2,REC145,o0000298,o0000426,,false,,,𒆮,,osl
s-o0000298-3,REC145,o0000298,,,false,U+121AE,,𒆮,CUNEIFORM SIGN KU4 VARIANT FORM,osl
s-o0000427,LIMMU,o0000427,,,false,U+1243C,,𒐼,VARIANT CUNEIFORM NUMERIC SIGN LIMMU VARIANT B,osl
s-o0000428,LIMMU~a,o0000428,,,false,U+1243E,,𒐾,CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU A,osl
s-o0000429,LIMMU~b,o0000429,,,false,U+1243F,,𒐿,CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU B,osl
s-o0000430,LIMMU₂,o0000430,,,true,U+121F9,,𒇹,CUNEIFORM NUMERIC SIGN LIMMU2,osl
s-o0000431,LIŠ,o0000431,,,false,U+121FA,,𒇺,CUNEIFORM SIGN LISH,osl
s-o0000433,LU,o0000433,,,false,U+121FB,,𒇻,CUNEIFORM SIGN LU,osl
s-o0221968,DIB,o0221968,o0000433,,false,,,,,osl
s-o0221944,|LU.ANŠE×IGI|,o0221944,,,true,,,,,osl
s-o0000627,|(LU.EŠ₂)&(LU.EŠ₂)|,o0000627,,,false,,,,,osl
s-o0000626,|(LAGAR@g.SU.LU.EŠ₂)&(LAGAR@g.SU.LU.EŠ₂)|,o0000626,o0000627,,false,,,,,osl
s-o0023009,|SU.LU.EŠ₂|,o0023009,o0000627,,false,U+122E2 U+121FB U+120A0,,𒋢𒇻𒂠,,osl
s-o0000633,|(SU.LU.EŠ₂.LAGAR@g)&(SU.LU.EŠ₂.LAGAR@g)|,o0000633,o0000627,,false,,,,,osl
s-o0000632,|(SU.LU.EŠ₂)&(SU.LU.EŠ₂)|,o0000632,o0000627,,false,,,,,osl
s-o0002375,|SU.SU.LU.LU.EŠ₂.EŠ₂|,o0002375,o0000627,,false,U+122E2 U+122E2 U+121FB U+121FB U+120A0 U+120A0,,𒋢𒋢𒇻𒇻𒂠𒂠,,osl
s-o0001909,|LU.HUL₂|,o0001909,,,false,U+121FB U+1213E,,𒇻𒄾,,osl
s-o0001910,|LU.KI.KAK|,o0001910,,,false,U+121FB U+121A0 U+12195,,𒇻𒆠𒆕,,osl
s-o0038245,|LU.KU|,o0038245,,,false,U+121FB U+121AA,,𒇻𒆪,,osl
s-o0120542,|LU.LU.EŠ₂.EŠ₂|,o0120542,,,false,U+121FB U+121FB U+120A0 U+120A0,,𒇻𒇻𒂠𒂠,,osl
s-o0027921,|(LU.SU)&(LU.SU)|,o0027921,,,false,,,,,osl
s-o0001928,|LU×BAD|,o0001928,,,false,U+121FC,,𒇼,CUNEIFORM SIGN LU TIMES BAD,osl
s-o0023062,|LU.BAD|,o0023062,o0001928,,false,U+121FB U+12041,,𒇻𒁁,,osl
s-o0000439,LU₂,o0000439,,,false,U+121FD,,𒇽,CUNEIFORM SIGN LU2,osl
s-o0000442,LU₂~v,o0000442,o0000439,,false,,,,,osl
s-o0001953,|LU₂@LU₂|,o0001953,,,false,U+12213,,𒈓,CUNEIFORM SIGN LU2 OPPOSING LU2,osl
s-o0001945,|LU₂.LU₂|,o0001945,o0001953,,false,U+121FD U+121FD,,𒇽𒇽,,osl
s-o0001930,|LU₂&LU₂|,o0001930,o0001953,,false,,,,,osl
s-o0001929,|LU₂%LU₂|,o0001929,o0001953,,false,U+12212,,𒈒,CUNEIFORM SIGN LU2 CROSSING LU2,osl
s-o0000651,|4×LU₂|,o0000651,,,false,U+12214,,𒈔,CUNEIFORM SIGN LU2 SQUARED,osl
s-o0023031,|3×LU₂|,o0023031,o0000651,,false,,,,,osl
s-o0001944,|LU₂.LU₂.LU₂.LU₂|,o0001944,o0000651,,false,U+121FD U+121FD U+121FD U+121FD,,𒇽𒇽𒇽𒇽,,osl
s-o0001932,|LU₂.DIŠ|,o0001932,,,false,U+121FD U+12079,,𒇽𒁹,,osl
s-o0027740,|(LU₂.DUR₂)&(LU₂.DUR₂)|,o0027740,,,false,,,,,osl
s-o0001933,|LU₂.EN|,o0001933,,,false,U+121FD U+12097,,𒇽𒂗,,osl
s-o0001939,|LU₂.HI×BAD|,o0001939,,,false,U+121FD U+12130,,𒇽𒄰,,osl
s-o0001940,|LU₂.KI|,o0001940,,,false,U+121FD U+121A0,,𒇽𒆠,,osl
s-o0001942,|LU₂.LAGAB|,o0001942,,,false,U+121FD U+121B8,,𒇽𒆸,,osl
s-o0001944-2,|LU₂.LU₂.LU₂.LU₂|,o0001944,,,false,U+121FD U+121FD U+121FD U+121FD,,𒇽𒇽𒇽𒇽,,osl
s-o0001946,|LU₂.ME.EN|,o0001946,,,false,U+121FD U+12228 U+12097,,𒇽𒈨𒂗,,osl
s-o0001949,|LU₂.SU|,o0001949,,,false,U+121FD U+122E2,,𒇽𒋢,,osl
s-o0001948,|LU₂.SU.A|,o0001948,,,false,U+121FD U+122E2 U+12000,,𒇽𒋢𒀀,,osl
s-o0001950,|LU₂.TUG₂|,o0001950,,,false,U+121FD U+12306,,𒇽𒌆,,osl
s-o0001964,|LU₂×AL|,o0001964,,,false,U+121FE,,𒇾,CUNEIFORM SIGN LU2 TIMES AL,osl
s-o0023064,|LU₂.AL|,o0023064,o0001964,,false,U+121FD U+12020,,𒇽𒀠,,osl
s-o0001967,|LU₂×BAD|,o0001967,,,false,U+121FF,,𒇿,CUNEIFORM SIGN LU2 TIMES BAD,osl
s-o0001931,|LU₂.BAD|,o0001931,o0001967,,false,U+121FD U+12041,,𒇽𒁁,,osl
s-o0001943,|LU₂.LAGAB×U|,o0001943,o0001967,,false,U+121FD U+121E5,,𒇽𒇥,,osl
s-o0027189,|LU₂×UŠ₂|,o0027189,o0001967,,false,,,,,osl
s-o0027527,|(LU₂×BAD)@t|,o0027527,,,false,,,,,osl
s-o0001966,|LU₂×BAD.BAD|,o0001966,,,false,U+121FF U+12041,,𒇿𒁁,,osl
s-o0187968,|LU₂×BAD.BAD.A|,o0187968,,,false,U+121FF U+12041 U+12000,,𒇿𒁁𒀀,,osl
s-o0001968,|LU₂×DIŠ|,o0001968,,,false,U+1251A,,𒔚,CUNEIFORM SIGN LU2 TIMES DISH,osl
s-o0001971,|LU₂×EŠ₂|,o0001971,,,false,U+12200,,𒈀,CUNEIFORM SIGN LU2 TIMES ESH2,osl
s-o0021745,|LU₂×(EŠ₂.LAL)|,o0021745,,,false,U+1238A,,𒎊,CUNEIFORM SIGN LU2 TIMES ESH2 PLUS LAL,osl
s-o0023065,|LU₂.EŠ₂.LAL|,o0023065,o0021745,,false,U+121FD U+120A0 U+121F2,,𒇽𒂠𒇲,,osl
s-o0001970,|LU₂×EŠ₂@t|,o0001970,,,false,U+12201,,𒈁,CUNEIFORM SIGN LU2 TIMES ESH2 TENU,osl
s-o0001935,|LU₂.EŠ₂|,o0001935,o0001970,,false,U+121FD U+120A0,,𒇽𒂠,,osl
s-o0001934,|LU₂.EŠ₂@t|,o0001934,o0001970,,false,U+121FD U+F0064,,𒇽󰁤,,osl
s-o0001952,|LU₂.ŠU|,o0001952,o0001970,,false,U+121FD U+122D7,,𒇽𒋗,,osl
s-o0001987,|LU₂×ŠU|,o0001987,o0001970,,false,,,,,osl
s-o0001973,|LU₂×GAN₂@t|,o0001973,,,false,U+12202,,𒈂,CUNEIFORM SIGN LU2 TIMES GAN2 TENU,osl
s-o0001937,|LU₂.GAN₂@t|,o0001937,o0001973,,false,U+121FD U+120F8,,𒇽𒃸,,osl
s-o0001951,|LU₂.ŠA₃|,o0001951,o0001973,,false,U+121FD U+122AE,,𒇽𒊮,,osl
s-o0001965,|LU₂×AŠ₂|,o0001965,o0001973,,false,,,,,osl
s-o0001971-2,|LU₂×EŠ₂|,o0001971,o0001973,,false,,,,,osl
s-o0001974,|LU₂×HAL|,o0001974,,,false,U+1251B,,𒔛,CUNEIFORM SIGN LU2 TIMES HAL,osl
s-o0025839,LAK340,o0025839,o0001974,,false,,,,,osl
s-o0001975,|LU₂×HI×BAD|,o0001975,,,false,U+12203,,𒈃,CUNEIFORM SIGN LU2 TIMES HI TIMES BAD,osl
s-o0001938,|LU₂.HI.BAD|,o0001938,o0001975,,false,U+121FD U+1212D U+12041,,𒇽𒄭𒁁,,osl
s-o0001976,|LU₂×IM|,o0001976,,,false,U+12204,,𒈄,CUNEIFORM SIGN LU2 TIMES IM,osl
s-o0031580,|LU₂×IŠ|,o0031580,,,false,,,,,osl
s-o0001977,|LU₂×KAD₂|,o0001977,,,false,U+12205,,𒈅,CUNEIFORM SIGN LU2 TIMES KAD2,osl
s-o0001978,|LU₂×KAD₃|,o0001978,o0001977,,false,U+12206,,𒈆,CUNEIFORM SIGN LU2 TIMES KAD3,osl
s-o0001958,|LU₂×(KAD₃.AŠ)|,o0001958,,,false,U+12207,,𒈇,CUNEIFORM SIGN LU2 TIMES KAD3 PLUS ASH,osl
s-o0001979,|LU₂×KI|,o0001979,,,false,U+12208,,𒈈,CUNEIFORM SIGN LU2 TIMES KI,osl
s-o0001959,|LU₂×(LA.AŠ)|,o0001959,,,false,U+12209,,𒈉,CUNEIFORM SIGN LU2 TIMES LA PLUS ASH,osl
s-o0001980,|LU₂×LAGAB|,o0001980,,,false,U+1220A,,𒈊,CUNEIFORM SIGN LU2 TIMES LAGAB,osl
s-o0001942-2,|LU₂.LAGAB|,o0001942,o0001980,,false,,,,,osl
s-o0028029,|LU₂×LIL|,o0028029,,,false,,,,,osl
s-o0001960,|LU₂×(ME.EN)|,o0001960,,,false,U+1220B,,𒈋,CUNEIFORM SIGN LU2 TIMES ME PLUS EN,osl
s-o0001946-2,|LU₂.ME.EN|,o0001946,o0001960,,false,,,,,osl
s-o0001981,|LU₂×NE|,o0001981,,,false,U+1220C,,𒈌,CUNEIFORM SIGN LU2 TIMES NE,osl
s-o0001947,|LU₂.NE|,o0001947,o0001981,,false,U+121FD U+12248,,𒇽𒉈,,osl
s-o0001982,|LU₂×NU|,o0001982,,,false,U+1220D,,𒈍,CUNEIFORM SIGN LU2 TIMES NU,osl
s-o0023066,|LU₂.NU|,o0023066,o0001982,,false,U+121FD U+12261,,𒇽𒉡,,osl
