ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance,Nabu_Text,ACTib_Text
d-toh3-5-62a-5,urn:nabu:derge-kangyur:toh3:5.62a.5,436dadae618b0e1dfcf265146c48a98e55da2ec38e71426d652b2b9afc9c9cf0,I1KG9131,123,5,near,1,བྱེད།འགྲོ་བར་བྱེད་ཅིང་ཇི་སྲིད་དུ་ནོམ་པར་མི་བྱེད།ཉུག་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་བྱས་སུ་འགྱུར་རོ།།ནོམ་པར་བྱད།ཉུག་པར་བྱེད་ཅིང་ཇི་སྲིད་དུ་གནས་ནས་གནས་སུ་སྦེད་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་པ་སྦོམ་པོར་འགྱུར་རོ།།གནས་ནས་གནས་སུ་སྦེད་པར་,བྱེད།འགྲོ་བར་བྱེད་ཅིང་ཇི་སྲིད་དུ་ནོམ་པར་མི་བྱེད།ཉུག་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་བྱས་སུ་འགྱུར་རོ།།ནོམ་པར་བྱེད།ཉུག་པར་བྱེད་ཅིང་ཇི་སྲིད་དུ་གནས་ནས་གནས་སུ་སྦེད་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་པ་སྦོམ་པོར་འགྱུར་རོ།།གནས་ནས་གནས་སུ་སྦེད་པར་
d-toh3-5-66b-3,urn:nabu:derge-kangyur:toh3:5.66b.3,a2da45874ac4ba2192c1994937a04df2ad903eafd943caa8cddedaf254455022,I1KG9131,132,3,near,2,བྱད།ཤམ་ཐབས་གྱོན་པར་བྱེད།འགྲོ་བར་བྱེད།གླང་པོ་ཆེ་ལ་ཞོན་པར་བྱེད་ཅིང་ཇི་སྲིད་དུ་ནོམ་པར་མི་བྱེད།ཉུག་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་བྱས་སུ་འགྱུར་རོ།།ནོམ་པར་བྱེད།ཉུག་པར་བྱེད་ཅིང་ཇི་སྲིད་དུ་གནས་ནས་གནས་སུ་སྦེད་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་པ་སྦོམ་པོར་,བྱེད་།ཤམ་ཐབས་གྱོན་པར་བྱེད།འགྲོ་བར་བྱེད།གླང་པོ་ཆེ་ལ་ཞོན་པར་བྱེད་ཅིང་ཇི་སྲིད་དུ་ནོམ་པར་མི་བྱེད།ཉུག་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་བྱས་སུ་འགྱུར་རོ།།ནོམ་པར་བྱེད།ཉུག་པར་བྱེད་ཅིང་ཇི་སྲིད་དུ་གནས་ནས་གནས་སུ་སྦེད་པར་མི་བྱེད་པ་དེ་སྲིད་དུ་ཉེས་པ་སྦོམ་པོར་
d-toh3-5-66b-4,urn:nabu:derge-kangyur:toh3:5.66b.4,cf759df84b491903b5553baa47d80451fc038cd3b5438d90afac1a340d903203,I1KG9131,132,4,near,1,འགྱུར་རོ།།གནས་ནས་གནས་སུ་སྦེད་པར་བྱེད་ན་བརྐུས་པར་བརྗོད་པར་བྱ་སྟེ།རིང་ཐང་བརྩི་བར་བྱ་ཞིང་དངོས་པོ་ཚང་ན་ཕམ་པར་འགྱུར་ལ།དངོས་པོ་མ་ཚང་ན་ཉེས་པ་སྦོམ་པོར་འགྱུར་རོ།།གལ་ཏེ་གླང་པོ་ཆེ་དེ་ཚོ་བ་དང་།པགས་པ་དང་།ཤ་དང་ཁྲག་རྒྱས་པ་ཡིན་ན་,འགྱུར་རོ།།གནས་ནས་གནས་སུ་སྦེད་པར་བྱེད་ན་བརྐུས་པར་བརྗོད་པར་བྱ་སྟེ།རིན་ཐང་བརྩི་བར་བྱ་ཞིང་དངོས་པོ་ཚང་ན་ཕམ་པར་འགྱུར་ལ།དངོས་པོ་མ་ཚང་ན་ཉེས་པ་སྦོམ་པོར་འགྱུར་རོ།།གལ་ཏེ་གླང་པོ་ཆེ་དེ་ཚོ་བ་དང་།པགས་པ་དང་།ཤ་དང་ཁྲག་རྒྱས་པ་ཡིན་ན་
d-toh3-5-101b-3,urn:nabu:derge-kangyur:toh3:5.101b.3,72188c72ad9ca62a748b2ba8a243cc872ad373ce946dc34f10bb225a42c407df,I1KG9131,202,3,near,1,དག་པར་གཟེངས་སྟོད་པར་མཛད།ཡང་དག་པར་རབ་ཏུ་དགའ་བར་མཛད་དེ།རྣམ་གྲངས་དུ་མར་ཆོས་དང་ལྡན་པའི་གཏམ་གྱིས་ཡང་དག་པར་བསྟན།ཡང་དག་པར་འཛིན་དུ་བཅུག།ཡང་དག་པར་གཟེངས་བསྟོད།ཡང་དག་པར་རབ་ཏུ་དགའ་བར་མཛད་ནས་ཅང་མི་,དག་པར་གཟེངས་བསྟོད་པར་མཛད།ཡང་དག་པར་རབ་ཏུ་དགའ་བར་མཛད་དེ།རྣམ་གྲངས་དུ་མར་ཆོས་དང་ལྡན་པའི་གཏམ་གྱིས་ཡང་དག་པར་བསྟན།ཡང་དག་པར་འཛིན་དུ་བཅུག།ཡང་དག་པར་གཟེངས་བསྟོད།ཡང་དག་པར་རབ་ཏུ་དགའ་བར་མཛད་ནས་ཅང་མི་
d-toh3-5-120a-5,urn:nabu:derge-kangyur:toh3:5.120a.5,c71b854115f5cd74147340fff9a0668ee1a90530cea1701ba937ee8134191d45,I1KG9131,239,5,near,1,ག་ལ་མི་སྙན་པ་འབྱིན་པར་གྱུར་ན་མ་ལེགས་ཀྱིས།བདག་གིས་འདི་བདག་གིར་བྱའོ་སྙམ་དུ་རིག་ནས།དས་དང་དུ་བླང་བས་ཁས་བླངས་སོ།།དེ་ནས་ཉེ་སྡེས་སྡེ་པའི་ཆུང་མ་རང་གི་ཁྱིམ་དུ་ཁྲིད་ནས་དེ་དེ་དང་ལྷན་ཅིག་རྩེ་བར་བྱེད།དགའ་བར་བྱེད།དགའ་མགུར་,ག་ལ་མི་སྙན་པ་འབྱིན་པར་གྱུར་ན་མ་ལེགས་ཀྱིས།བདག་གིས་འདི་བདག་གིར་བྱའོ་སྙམ་དུ་རིག་ནས།དེས་དང་དུ་བླང་བས་ཁས་བླངས་སོ།།དེ་ནས་ཉེ་སྡེས་སྡེ་པའི་ཆུང་མ་རང་གི་ཁྱིམ་དུ་ཁྲིད་ནས་དེ་དེ་དང་ལྷན་ཅིག་རྩེ་བར་བྱེད།དགའ་བར་བྱེད།དགའ་མགུར་
d-toh3-5-121b-2,urn:nabu:derge-kangyur:toh3:5.121b.2,e884fdceac18a0ad59ad91b615511ff3f199905e996432e59064d90d18fda6be,I1KG9131,242,2,near,1,བྱིན་པར་གྱུར་ན་དེས་མངལ་ན་གནས་པ་དེ་དུམ་བུ་དུམ་བུར་ཞིག་པར་འགྱུར་བ་ཞིག་ན།ཁྱོད་ཀྱིས་ཁོ་བོ་ལ་ཅིའི་ཕྱིར་མ་སྨྲས།འདི་ལྟར་ད་ཡང་སྦྱིན་པར་བྱའོ།།ཉེ་སྡེས་དང་དུ་བླངས་སོ།།དེ་ནས་སྤོས་འཚོང་གི་ཁྱེའུ་དས་རྫས་རྣོན་པོ་དག་ཕྱེ་མར་བྱས་,བྱིན་པར་གྱུར་ན་དེས་མངལ་ན་གནས་པ་དེ་དུམ་བུ་དུམ་བུར་ཞིག་པར་འགྱུར་བ་ཞིག་ན།ཁྱོད་ཀྱིས་ཁོ་བོ་ལ་ཅིའི་ཕྱིར་མ་སྨྲས།འདི་ལྟར་ད་ཡང་སྦྱིན་པར་བྱའོ།།ཉེ་སྡེས་དང་དུ་བླངས་སོ།།དེ་ནས་སྤོས་འཚོང་གི་ཁྱེའུ་དེས་རྫས་རྣོན་པོ་དག་ཕྱེ་མར་བྱས་
d-toh3-5-127b-2,urn:nabu:derge-kangyur:toh3:5.127b.2,047515fe17115009bf549eb51e3463e03d241e01afd2c7cb9e9ee178b04ef7ba,I1KG9131,254,2,near,1,ནི་ཞི་བའོ་ཞེས་མཚེའུ་དེ་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་ནས་ལྷུང་བཟེད་དང་ཆུ་ཚགས་མཐའ་གཅིག་ཏུ་བཞག་སྟེ་རྐང་པ་གཉིས་བཀྲུས་ནས་ལག་པ་གཉིས་བསྙལ་ཏེ་ཆུ་བཅགས་ནས་ལོ་མ་ལྷགས་པ་དག་བླངས་ཏེ་འདུག་ནས་ཟས་ཀྱི་བྱ་བ་བྱས་ཏེ་ལག་པ་གཉིས་བསྙལ་ནས།ཁ་བཀྲུས་ཏེ་ལྷུང་,ནི་ཞི་བའོ་ཞེས་མཚེའུ་དེ་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་ནས་ལྷུང་བཟེད་དང་ཆུ་ཚགས་མཐའ་གཅིག་ཏུ་བཞག་སྟེ་རྐང་པ་གཉིས་བཀྲུས་ནས་ལག་པ་གཉིས་བསྙལ་ཏེ་ཆུ་བཙགས་ནས་ལོ་མ་ལྷགས་པ་དག་བླངས་ཏེ་འདུག་ནས་ཟས་ཀྱི་བྱ་བ་བྱས་ཏེ་ལག་པ་གཉིས་བསྙལ་ནས།ཁ་བཀྲུས་ཏེ་ལྷུང་
d-toh3-5-130a-6,urn:nabu:derge-kangyur:toh3:5.130a.6,947b3917038032600d7e135c70bf02cdfeddfcc0b4fd628c7b1c22a1e9769752,I1KG9131,259,6,near,1,ཚུལ་ཁྲིམས་ཕུན་སུམ་ཚོགས་པ་དང་།སེར་སྣ་ཅན་གཉིས་གཏོང་བ་ཕུན་སུམ་ཚོགས་པ་དང་།ཤེས་རབ་འཆལ་པ་གཉིས་ཤེས་རབ་ཕུན་སུམ་ཚོགས་པ་ཡང་དག་པར་འཛིན་དུ་འཇུད།འདུལ་བར་བྱེད།འཛུད་པར་བྱེད།རབ་ཏུ་འགོད་པར་བྱད་ན།དེ་ཙམ་གྱིས་ནི་བུས་,ཚུལ་ཁྲིམས་ཕུན་སུམ་ཚོགས་པ་དང་།སེར་སྣ་ཅན་གཉིས་གཏོང་བ་ཕུན་སུམ་ཚོགས་པ་དང་།ཤེས་རབ་འཆལ་པ་གཉིས་ཤེས་རབ་ཕུན་སུམ་ཚོགས་པ་ཡང་དག་པར་འཛིན་དུ་འཇུད།འདུལ་བར་བྱེད།འཛུད་པར་བྱེད།རབ་ཏུ་འགོད་པར་བྱེད་ན།དེ་ཙམ་གྱིས་ནི་བུས་
d-toh3-5-142b-5,urn:nabu:derge-kangyur:toh3:5.142b.5,2cef4818f5f06779389070898083b88eef3e284d29745a66b50e5af1114ecbee,I1KG9131,284,5,near,1,བྱས་ནས་སྤོས་ཆུས་འཁྲུ་བར་བྱེད་ལ་སྤོས་ཆུས་བཀྲུས་ནས་རས་སར་པ་སྐོན་པར་བྱད་ཅིང་།དེའི་རྐང་པ་གཉིས་ཀྱང་སྐུད་པར་བྱེད།གསང་སྔགས་ཀྱང་རྗོད་པར་བྱེད་པ་ན་དེ་ལངས་པར་འགྱུར་ཏེ་བྱ་སྨྱངས་བྱེད་པའི་ཚེ་དེས་དེ་འཁོར་ལོ་གཉིས་དང་ལྡན་པའི་ཤིང་རྟ་ལ་འཇོག་,བྱས་ནས་སྤོས་ཆུས་འཁྲུ་བར་བྱེད་ལ་སྤོས་ཆུས་བཀྲུས་ནས་རས་སར་པ་སྐོན་པར་བྱེད་ཅིང་།དེའི་རྐང་པ་གཉིས་ཀྱང་སྐུད་པར་བྱེད།གསང་སྔགས་ཀྱང་རྗོད་པར་བྱེད་པ་ན་དེ་ལངས་པར་འགྱུར་ཏེ་བྱ་སྨྱངས་བྱེད་པའི་ཚེ་དེས་དེ་འཁོར་ལོ་གཉིས་དང་ལྡན་པའི་ཤིང་རྟ་ལ་འཇོག་
d-toh3-5-146b-3,urn:nabu:derge-kangyur:toh3:5.146b.3,8ce83f5a8bc1cdd273897b44fc10e41888a6353e6b8e7fd4168251e8471dacf5,I1KG9131,292,3,near,1,གྱུར་དུ་སྩལ་དུ་ལགས་ཀྱང་བདག་ཅག་དེང་ནི་ལས་མི་བགྱིད་དོ་ཞེས་དེ་དག་མ་བཏུབ་སྟེ་དོང་ནས་བསོད་སྙོམས་པ་ཡང་སྙིང་ལས་ཆུང་ངུར་འདུག་གོ།།ཁྱིམ་བདག་གིས་བསམ་པ།བདག་གིས་སྦྱིན་པར་བྱ་བའི་ཆོས་དེ་ལ་ཇི་ཙམ་ནི་བྱས།ཇི་ཙམ་ནི་མ་བྱས་པ་དེ་བལྟར་,གྱུར་དུ་སྩལ་དུ་ལགས་ཀྱང་བདག་ཅག་དེང་ནི་ལས་མི་བགྱིད་དོ་ཞེས་དེ་དག་མ་བཏུབ་སྟེ་དོང་ནས་བསོད་སྙོམས་པ་ཡང་སྙིང་ལས་ཆུང་ངུར་འདུག་གོ།།ཁྱིམ་བདག་གིས་བསམ་པ།བདག་གིས་སྦྱིན་པར་བྱ་བའི་ཆོས་དེ་ལ་ཇི་ཙམ་ནི་བྱས།ཇི་ཙམ་ནི་མ་བྱས་པ་དེ་ལྟར་
d-toh3-5-236a-1,urn:nabu:derge-kangyur:toh3:5.236a.1,7c4c8fcc779056a2132ae0f75cfd5f26f0305bd922d5e5c7389396e905efb4ee,I1KG9131,471,1,near,1,ཆུང་མ་འམ།མཛའ་ན་མོ་འམ།སྨོས་འདྲིན་གྱིས་ཤིག་ཅེས་སྨྲ་ནུས་སམ་ཞེས་ཟར་རམ།ཡང་ན་ཁྱིམ་པ་མོ་དེ་དགེ་སློང་དེ་ལ་འདི་སྐད་ཅེས་འཕགས་པ་ཁྱོད་ཁྱིམ་པ་འདི་ལ་འདི་སྐད་ཅེས་ཁྱོད་ཁྱིམ་པ་མོ་འདིའི་ཁྱོ་འམ།མཛའ་ན་པོ་འམ།སྨོས་འདྲིན་གྱིས་,ཆུང་མ་འམ།མཛའ་ན་མོ་འམ།སྨོས་འདྲིན་གྱིས་ཤིག་ཅེས་སྨྲ་ནུས་སམ་ཞེས་ཟེར་རམ།ཡང་ན་ཁྱིམ་པ་མོ་དེ་དགེ་སློང་དེ་ལ་འདི་སྐད་ཅེས་འཕགས་པ་ཁྱོད་ཁྱིམ་པ་འདི་ལ་འདི་སྐད་ཅེས་ཁྱོད་ཁྱིམ་པ་མོ་འདིའི་ཁྱོ་འམ།མཛའ་ན་པོ་འམ།སྨོས་འདྲིན་གྱིས་
d-toh3-5-244b-2,urn:nabu:derge-kangyur:toh3:5.244b.2,ef9c7e54b5b182c09257371dbd4ece390bcef81c784e86585a1097490c508048,I1KG9131,488,2,near,1,བདག་ཅག་ལ་ཁྱེད་ཅག་རེ་ཞིག་གཞན་གྱིས་བྱེད་དུ་བཅུག་པའི་གཙུག་ལག་ཁང་དག་ན་གནས་ཤིང་ཁྱེད་ཅག་གིས་རྡོ་ཡང་སྒྲང་བར་མི་ནུས་ལ།འོན་ཀྱང་འཕྱ་བར་བྱེད་དོ་ཞེས་ཧ་ཅང་ཟིལ་གྱིས་མནན་གྱིས་ཚུར་ཤེག།བདག་ཅག་གིས་སྔོན་ལྷུང་བཟེད་ནག་པོ་ཅན་གང་གིས་ཀྱང་བྱེད་དུ་མ་བཅུག་པའི་,བདག་ཅག་ལ་ཁྱེད་ཅག་རེ་ཞིག་གཞན་གྱིས་བྱེད་དུ་བཅུག་པའི་གཙུག་ལག་ཁང་དག་ན་གནས་ཤིང་ཁྱེད་ཅག་གིས་རྡོ་ཡང་སྒྲེང་བར་མི་ནུས་ལ།འོན་ཀྱང་འཕྱ་བར་བྱེད་དོ་ཞེས་ཧ་ཅང་ཟིལ་གྱིས་མནན་གྱིས་ཚུར་ཤེག།བདག་ཅག་གིས་སྔོན་ལྷུང་བཟེད་ནག་པོ་ཅན་གང་གིས་ཀྱང་བྱེད་དུ་མ་བཅུག་པའི་
d-toh3-5-262b-2,urn:nabu:derge-kangyur:toh3:5.262b.2,6fed86f88ee09648e22a775b7472c19fb7624f7c3bc9c288899dab808ca14817,I1KG9131,524,2,near,1,ཏེ་དེང་རབ་ཏུ་བྱུང་བ་དེ་བལྟར་འགྲོའོ།།མི་དེས་གཞོན་ནུ་བཀའ་བཞིན་འཚལ་ཞེས་གྱད་བུ་ནོར་ལས་མཉན་ནས་མྱུར་དུ་བཞོན་པ་བདེ་བ་བསྟད་དེ།གྱད་བུ་ནོར་ག་ལ་བ་དེར་སོང་ནས་ཕྱིན་པ་དང་།གྱད་བུ་ནོར་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ།།གཞོན་ནུ་གོར་བུ་བསྒྲོན་ལགས་ཀྱིས་ད་དེའི་དུས་,ཏེ་དེང་རབ་ཏུ་བྱུང་བ་དེ་ལྟར་འགྲོའོ།།མི་དེས་གཞོན་ནུ་བཀའ་བཞིན་འཚལ་ཞེས་གྱད་བུ་ནོར་ལས་མཉན་ནས་མྱུར་དུ་བཞོན་པ་བདེ་བ་བསྟད་དེ།གྱད་བུ་ནོར་ག་ལ་བ་དེར་སོང་ནས་ཕྱིན་པ་དང་།གྱད་བུ་ནོར་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ།།གཞོན་ནུ་གོར་བུ་བསྒྲོན་ལགས་ཀྱིས་ད་དེའི་དུས་
d-toh3-5-292a-7,urn:nabu:derge-kangyur:toh3:5.292a.7,6767ffda55db35a2805cb2ee9461bff094b0716a8c954a95e54fcf8f60f1a8be,I1KG9131,583,7,partial,,ཀུན་དུ་སྤྱད་དོ་སྙམ་ནས།དེ་ན་ལྷས་བྱིན་གྱིས་དེའི་དང་པོར་བཅོམ་ལྡན་འདས་ལ་ཀུན་ནས་མནར་སེམས་དང་།མི་བཟོད་པ་དང་།ཡིད་མི་ཆེས་པ་བྱས་པར་གྱུར་ཏོ།།དེ་ནས་ལྷས་བྱིན་གྱིས་སྡོད་ཅིག་ཅེས་བརྗོད་དེ་མགོ་ལན་གསུམ་ལྕོགས་ནས་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔ་ནས་སོང་ངོ་།།།།,ཀུན་དུ་སྤྱད་དོ་སྙམ་ནས།དེ་ན་ལྷས་བྱིན་གྱིས་དེའི་དང་པོར་བཅོམ་ལྡན་འདས་ལ་ཀུན་ནས་མནར་སེམས་དང་།མི་བཟོད་པ་དང་།ཡིད་མི་ཆེས་པ་བྱས་པར་གྱུར་ཏོ།།དེ་ནས་ལྷས་བྱིན་གྱིས་སྡོད་ཅིག་ཅེས་བརྗོད་དེ་མགོ་ལན་གསུམ་ལྕོགས་ནས་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔ་ནས་སོང་ངོ་།།།
d-toh3-6-13b-1,urn:nabu:derge-kangyur:toh3:6.13b.1,bd446c20f02cfbdd9070a050cfdd1c360b341c1d6762af7f38a93ebb9b15bb5f,I1KG9132,26,1,near,1,འགྱུར་རོ།།ལས་བརྗོད་པ་གསུམ་པ་བརྗོད་པ་ན་མ་རྫོགས་པར་གཞི་དེ་གཏོང་ན་དེ་ལྟ་ན་ལེགས།གལ་ཏེ་མི་གཏོང་ན་ཉེས་པ་སྦམ་པོར་འགྱུར་རོ།།རྫོགས་པར་བརྗོད་པ་ན་གལ་ཏེ་མཐུན་པ་དང་།ཆོས་མ་ཡིན་པས་བསྒོ་བར་བྱེད་ན་ལྟུང་བ་མེད་དོ།།མི་མཐུན་པ་དང་,འགྱུར་རོ།།ལས་བརྗོད་པ་གསུམ་པ་བརྗོད་པ་ན་མ་རྫོགས་པར་གཞི་དེ་གཏོང་ན་དེ་ལྟ་ན་ལེགས།གལ་ཏེ་མི་གཏོང་ན་ཉེས་པ་སྦོམ་པོར་འགྱུར་རོ།།རྫོགས་པར་བརྗོད་པ་ན་གལ་ཏེ་མཐུན་པ་དང་།ཆོས་མ་ཡིན་པས་བསྒོ་བར་བྱེད་ན་ལྟུང་བ་མེད་དོ།།མི་མཐུན་པ་དང་
d-toh3-6-41b-5,urn:nabu:derge-kangyur:toh3:6.41b.5,7cafab58bb85416b331e8a382f565f43be23410f405308fa4198f3737526e4c4,I1KG9132,82,5,near,1,རུང་བར་མ་བྱས་པ་བཅང་བར་བྱའོ།།དེ་ལས་འདས་པར་འཆང་ན་སྤང་བའི་ལྟུང་བྱེད་དོ།།དགེ་སློང་ཞེས་བྱ་བ་ནི་ཆོས་འདི་པའོ།།ཆོས་གོས་ཟིན་པས་སྲ་བརྐྱང་ཕྱུང་ན་ཞེས་བྱ་བ་ལ།ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡང་ཡོད།སྲ་བརྐྱང་ཕྱུང་ལ་ཆོས་གོས་མ་ཟིན་པ་ཡང་,རུང་བར་མ་བྱས་པ་བཅང་བར་བྱའོ།།དེ་ལས་འདས་པར་འཆང་ན་སྤང་བའི་ལྟུང་བྱེད་དོ།།དགེ་སློང་ཞེས་བྱ་བ་ནི་ཆོས་འདི་པའོ།།ཆོས་གོས་ཟིན་པས་སྲ་བརྐྱང་ཕྱུང་ན་ཞེས་བྱ་བ་ལ།ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡང་ཡོད།སྲ་བརྐྱང་ཕྱུང་ལ་ཆོས་གོས་མ་ཟིན་པ་ཡང་
d-toh3-6-41b-6,urn:nabu:derge-kangyur:toh3:6.41b.6,a6af959c17087db482339cf3df3a59596f13b3cd38adae3d6a91b49f12302dbb,I1KG9132,82,6,near,2,ཡོད།ཆོས་གོས་ཟིན་ཅིང་སྲ་བརྐྱང་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་མ་ཟིན་ཅིང་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡང་ཡོད་དོ།།དེ་ལ་རེ་ཞིག་ཇི་ཙམ་གྱིས་ན་ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡིན་ཞེ་ན།འདི་ལྟ་སྟེ།དགེ་སློང་གིས་ཆོས་གོས་དག་བཀྲུ་བ་དང་།དྲ་བ་དང་།དྲུབ་པ་དང་།,ཡོད།ཆོས་གོས་ཟིན་ཅིང་སྲ་བརྐྱང་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་མ་ཟིན་ཅིང་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡང་ཡོད་དོ།།དེ་ལ་རེ་ཞིག་ཇི་ཙམ་གྱིས་ན་ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡིན་ཞེ་ན།འདི་ལྟ་སྟེ།དགེ་སློང་གིས་ཆོས་གོས་དག་བཀྲུ་བ་དང་།དྲ་བ་དང་།དྲུབ་པ་དང་།
d-toh3-6-41b-7,urn:nabu:derge-kangyur:toh3:6.41b.7,627ad03fe45bebf2bf16afe0de6ed5a62239ea2d725ea7f6de0d7a4f082bc918,I1KG9132,82,7,near,2,ཁ་བསྒྱུར་ཟིན་ལ་དགེ་འདུན་གྱིས་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡིན་ཏེ།དེ་ཙམ་གྱིས་ན་ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡིན་ནོ།།ཇི་ཙམ་གྱིས་ན་སྲ་བརྐྱང་ཕྱུང་ལ་ཆོས་གོས་མ་ཟིན་པ་ཡིན་ཞེ་ན།འདི་ལྟ་སྟེ།དགེ་སློང་གིས་ཆོས་གོས་དག་བཀྲུ་བ་དང་།དྲ་བ་དང་།དྲུབ་པ་དང་།ཁ་,ཁ་བསྒྱུར་ཟིན་ལ་དགེ་འདུན་གྱིས་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡིན་ཏེ།དེ་ཙམ་གྱིས་ན་ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡིན་ནོ།།ཇི་ཙམ་གྱིས་ན་སྲ་བརྐྱང་ཕྱུང་ལ་ཆོས་གོས་མ་ཟིན་པ་ཡིན་ཞེ་ན།འདི་ལྟ་སྟེ།དགེ་སློང་གིས་ཆོས་གོས་དག་བཀྲུ་བ་དང་།དྲ་བ་དང་།དྲུབ་པ་དང་།ཁ་
d-toh3-6-42a-2,urn:nabu:derge-kangyur:toh3:6.42a.2,194f8ccd73422f36261f8aee5d8b75e25939aa38b897dd71c9c89bfe4abe0b8b,I1KG9132,83,2,near,1,ཁ་བསྒྱུར་ཟིན་ཅིང་དགེ་འདུན་གྱིས་ཀྱང་སྲ་བརྐྱང་ཕྱུང་བ་ཡིན་ཏེ།དེ་ཙམ་གྱིས་ན་སྲ་བརྐྱང་ཕྱུང་ཞིང་ཆོས་གོས་ཟིན་པ་ཡིན་ནོ།།ཇི་ཙམ་གྱིས་ན་ཆོས་གོས་མ་ཟིན་ཅིང་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡིན་ཞེ་ན།རྣམ་པ་དེ་དག་མ་གཏོགས་པའོ།།ཞག་བཅུའི་བར་དུ་ཞེས་བྱ་བ་ནི་མཚན་མོ་བཅུའི་,ཁ་བསྒྱུར་ཟིན་ཅིང་དགེ་འདུན་གྱིས་ཀྱང་སྲ་བརྐྱང་ཕྱུང་བ་ཡིན་ཏེ།དེ་ཙམ་གྱིས་ན་སྲ་བརྐྱང་ཕྱུང་ཞིང་ཆོས་གོས་ཟིན་པ་ཡིན་ནོ།།ཇི་ཙམ་གྱིས་ན་ཆོས་གོས་མ་ཟིན་ཅིང་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡིན་ཞེ་ན།རྣམ་པ་དེ་དག་མ་གཏོགས་པའོ།།ཞག་བཅུའི་བར་དུ་ཞེས་བྱ་བ་ནི་མཚན་མོ་བཅུའི་
d-toh3-6-47b-1,urn:nabu:derge-kangyur:toh3:6.47b.1,00aa7285605f681dc8c6a806728433726365f9ba8a9a91056a3c6cb620151ec8,I1KG9132,94,1,near,2,ཞེས་བྱ་བ་ནི་ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་མ་ཟིན་ལ་སྲ་བརྐྱང་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་ཟིན་ཅིང་སྲ་བརྐྱང་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་མ་ཟིན་ཅིང་སྲ་བརྐྱང་མ་་ཕྱུང་བ་ཡང་ཡོད་དེ།སྔ་མ་བཞིན་དུ་མུ་བཞིར་རྒྱས་པར་སྦྱར་རོ།།གལ་ཏེ་ནུབ་གཅིག་,ཞེས་བྱ་བ་ནི་ཆོས་གོས་ཟིན་ལ་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་མ་ཟིན་ལ་སྲ་བརྐྱང་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་ཟིན་ཅིང་སྲ་བརྐྱང་ཕྱུང་བ་ཡང་ཡོད།ཆོས་གོས་མ་ཟིན་ཅིང་སྲ་བརྐྱང་མ་ཕྱུང་བ་ཡང་ཡོད་དེ།སྔ་མ་བཞིན་དུ་མུ་བཞིར་རྒྱས་པར་སྦྱར་རོ།།གལ་ཏེ་ནུབ་གཅིག་
