ID,Gardiner,Subcorpus,Tokens,Docs,Source
T25-bbawtempelbib,T25,bbawtempelbib,8,5,aes
T25-bbawtotenlit,T25,bbawtotenlit,26,5,aes
T25-sawlit,T25,sawlit,37,24,aes
T25-sawmedizin,T25,sawmedizin,14,8,aes
T25C-all,T25C,all,1,1,aes
T25C-sawlit,T25C,sawlit,1,1,aes
T25D-all,T25D,all,1,1,aes
T25D-bbawamarna,T25D,bbawamarna,1,1,aes
T26-all,T26,all,22,16,aes
T26-bbawgrabinschriften,T26,bbawgrabinschriften,2,2,aes
T26-bbawtempelbib,T26,bbawtempelbib,8,3,aes
T26-bbawtotenlit,T26,bbawtotenlit,1,1,aes
T26-sawlit,T26,sawlit,9,8,aes
T26-sawmedizin,T26,sawmedizin,2,2,aes
T26A-all,T26A,all,2,2,aes
T26A-bbawtempelbib,T26A,bbawtempelbib,1,1,aes
T26A-bbawtotenlit,T26A,bbawtotenlit,1,1,aes
T26F-all,T26F,all,2,1,aes
T26F-bbawtotenlit,T26F,bbawtotenlit,2,1,aes
T27-all,T27,all,8,6,aes
T27-sawlit,T27,sawlit,6,4,aes
T27-sawmedizin,T27,sawmedizin,2,2,aes
T28-all,T28,all,1151,381,aes
T28-bbawamarna,T28,bbawamarna,55,34,aes
T28-bbawgrabinschriften,T28,bbawgrabinschriften,143,121,aes
T28-bbawgraeberspzt,T28,bbawgraeberspzt,2,2,aes
T28-bbawhistbiospzt,T28,bbawhistbiospzt,29,7,aes
T28-bbawpyramidentexte,T28,bbawpyramidentexte,4,2,aes
T28-bbawtempelbib,T28,bbawtempelbib,91,11,aes
T28-bbawtotenlit,T28,bbawtotenlit,143,17,aes
T28-sawlit,T28,sawlit,421,142,aes
T28-sawmedizin,T28,sawmedizin,258,41,aes
T28-smaek,T28,smaek,2,2,aes
T28-tuebingerstelen,T28,tuebingerstelen,3,2,aes
T29-all,T29,all,6,5,aes
T29-bbawgraeberspzt,T29,bbawgraeberspzt,1,1,aes
T29-bbawhistbiospzt,T29,bbawhistbiospzt,1,1,aes
T29-bbawtempelbib,T29,bbawtempelbib,2,1,aes
T29-sawlit,T29,sawlit,1,1,aes
T29-sawmedizin,T29,sawmedizin,1,1,aes
T29A-all,T29A,all,1,1,aes
T29A-sawlit,T29A,sawlit,1,1,aes
T29C-all,T29C,all,19,6,aes
T29C-sawmedizin,T29C,sawmedizin,19,6,aes
T3-all,T3,all,753,443,aes
T3-bbawamarna,T3,bbawamarna,36,29,aes
T3-bbawgrabinschriften,T3,bbawgrabinschriften,325,258,aes
T3-bbawgraeberspzt,T3,bbawgraeberspzt,7,6,aes
T3-bbawhistbiospzt,T3,bbawhistbiospzt,33,7,aes
T3-bbawtempelbib,T3,bbawtempelbib,38,10,aes
T3-bbawtotenlit,T3,bbawtotenlit,51,13,aes
T3-sawlit,T3,sawlit,182,83,aes
T3-sawmedizin,T3,sawmedizin,76,33,aes
T3-smaek,T3,smaek,1,1,aes
T3-tuebingerstelen,T3,tuebingerstelen,4,3,aes
T30-all,T30,all,547,124,aes
T30-bbawamarna,T30,bbawamarna,3,3,aes
T30-bbawgrabinschriften,T30,bbawgrabinschriften,6,4,aes
T30-bbawgraeberspzt,T30,bbawgraeberspzt,1,1,aes
T30-bbawhistbiospzt,T30,bbawhistbiospzt,8,5,aes
T30-bbawpyramidentexte,T30,bbawpyramidentexte,3,1,aes
T30-bbawtempelbib,T30,bbawtempelbib,21,8,aes
T30-bbawtotenlit,T30,bbawtotenlit,186,14,aes
T30-sawlit,T30,sawlit,93,40,aes
T30-sawmedizin,T30,sawmedizin,226,48,aes
T30A-all,T30A,all,21,7,aes
T30A-bbawhistbiospzt,T30A,bbawhistbiospzt,5,3,aes
T30A-bbawtempelbib,T30A,bbawtempelbib,12,3,aes
T30A-bbawtotenlit,T30A,bbawtotenlit,4,1,aes
T31-all,T31,all,139,60,aes
T31-bbawamarna,T31,bbawamarna,3,2,aes
T31-bbawgrabinschriften,T31,bbawgrabinschriften,3,3,aes
T31-bbawgraeberspzt,T31,bbawgraeberspzt,4,4,aes
T31-bbawhistbiospzt,T31,bbawhistbiospzt,5,1,aes
T31-bbawtempelbib,T31,bbawtempelbib,9,3,aes
T31-bbawtotenlit,T31,bbawtotenlit,1,1,aes
T31-sawlit,T31,sawlit,100,36,aes
T31-sawmedizin,T31,sawmedizin,14,10,aes
T31A-all,T31A,all,1,1,aes
T31A-bbawamarna,T31A,bbawamarna,1,1,aes
T32-all,T32,all,40,27,aes
T32-bbawamarna,T32,bbawamarna,1,1,aes
T32-bbawgrabinschriften,T32,bbawgrabinschriften,2,1,aes
T32-bbawgraeberspzt,T32,bbawgraeberspzt,4,3,aes
T32-bbawhistbiospzt,T32,bbawhistbiospzt,1,1,aes
T32-bbawpyramidentexte,T32,bbawpyramidentexte,2,2,aes
T32-bbawtotenlit,T32,bbawtotenlit,4,1,aes
T32-sawlit,T32,sawlit,21,17,aes
T32-sawmedizin,T32,sawmedizin,5,1,aes
T32B-all,T32B,all,6,4,aes
T32B-bbawgrabinschriften,T32B,bbawgrabinschriften,6,4,aes
T33-all,T33,all,160,110,aes
T33-bbawgrabinschriften,T33,bbawgrabinschriften,146,105,aes
T33-sawlit,T33,sawlit,14,5,aes
T33A-all,T33A,all,142,8,aes
T33A-bbawtempelbib,T33A,bbawtempelbib,111,6,aes
T33A-bbawtotenlit,T33A,bbawtotenlit,31,2,aes
T34-all,T34,all,212,95,aes
T34-bbawamarna,T34,bbawamarna,7,7,aes
T34-bbawhistbiospzt,T34,bbawhistbiospzt,4,1,aes
T34-bbawpyramidentexte,T34,bbawpyramidentexte,2,1,aes
T34-bbawtempelbib,T34,bbawtempelbib,4,3,aes
T34-bbawtotenlit,T34,bbawtotenlit,6,3,aes
T34-sawlit,T34,sawlit,148,58,aes
T34-sawmedizin,T34,sawmedizin,40,21,aes
T34-tuebingerstelen,T34,tuebingerstelen,1,1,aes
T35-all,T35,all,131,66,aes
T35-bbawamarna,T35,bbawamarna,22,20,aes
T35-bbawgrabinschriften,T35,bbawgrabinschriften,28,20,aes
T35-bbawgraeberspzt,T35,bbawgraeberspzt,3,3,aes
T35-bbawpyramidentexte,T35,bbawpyramidentexte,2,1,aes
T35-bbawtempelbib,T35,bbawtempelbib,23,5,aes
T35-bbawtotenlit,T35,bbawtotenlit,48,13,aes
T35-sawlit,T35,sawlit,4,3,aes
T35-sawmedizin,T35,sawmedizin,1,1,aes
T36-all,T36,all,1,1,aes
T36-sawlit,T36,sawlit,1,1,aes
T4-all,T4,all,6,2,aes
T4-sawmedizin,T4,sawmedizin,5,1,aes
T4-tuebingerstelen,T4,tuebingerstelen,1,1,aes
T42-all,T42,all,2,2,aes
T42-bbawhistbiospzt,T42,bbawhistbiospzt,2,2,aes
T43-all,T43,all,1,1,aes
T43-bbawhistbiospzt,T43,bbawhistbiospzt,1,1,aes
T5-all,T5,all,47,38,aes
T5-bbawamarna,T5,bbawamarna,23,21,aes
T5-bbawtotenlit,T5,bbawtotenlit,1,1,aes
T5-sawlit,T5,sawlit,16,11,aes
T5-sawmedizin,T5,sawmedizin,6,4,aes
T5-smaek,T5,smaek,1,1,aes
T53A-all,T53A,all,1,1,aes
T53A-bbawtempelbib,T53A,bbawtempelbib,1,1,aes
T60-all,T60,all,3,3,aes
T60-bbawgrabinschriften,T60,bbawgrabinschriften,1,1,aes
T60-sawlit,T60,sawlit,2,2,aes
T60A-all,T60A,all,5,5,aes
T60A-bbawgrabinschriften,T60A,bbawgrabinschriften,5,5,aes
T61-all,T61,all,1,1,aes
T61-sawlit,T61,sawlit,1,1,aes
T63-all,T63,all,1,1,aes
T63-bbawtotenlit,T63,bbawtotenlit,1,1,aes
T63A-all,T63A,all,5,5,aes
T63A-bbawgrabinschriften,T63A,bbawgrabinschriften,2,2,aes
T63A-bbawtotenlit,T63A,bbawtotenlit,3,3,aes
T7-all,T7,all,29,27,aes
T7-bbawgrabinschriften,T7,bbawgrabinschriften,27,25,aes
T7-sawlit,T7,sawlit,2,2,aes
T72-all,T72,all,1,1,aes
T72-sawlit,T72,sawlit,1,1,aes
T75-all,T75,all,4,3,aes
T75-sawlit,T75,sawlit,4,3,aes
T7B-all,T7B,all,1,1,aes
T7B-sawlit,T7B,sawlit,1,1,aes
T8-all,T8,all,106,91,aes
T8-bbawamarna,T8,bbawamarna,22,20,aes
T8-bbawgrabinschriften,T8,bbawgrabinschriften,60,55,aes
T8-bbawhistbiospzt,T8,bbawhistbiospzt,5,4,aes
T8-sawlit,T8,sawlit,12,9,aes
T8-smaek,T8,smaek,7,3,aes
T80A-all,T80A,all,19,1,aes
T80A-bbawtotenlit,T80A,bbawtotenlit,19,1,aes
T80B-all,T80B,all,1,1,aes
T80B-bbawhistbiospzt,T80B,bbawhistbiospzt,1,1,aes
T81-all,T81,all,1,1,aes
T81-sawlit,T81,sawlit,1,1,aes
T89-all,T89,all,2,2,aes
T89-bbawtotenlit,T89,bbawtotenlit,2,2,aes
T8A-all,T8A,all,8,7,aes
T8A-sawlit,T8A,sawlit,8,7,aes
T9-all,T9,all,43,23,aes
T9-bbawamarna,T9,bbawamarna,1,1,aes
T9-bbawgrabinschriften,T9,bbawgrabinschriften,3,2,aes
T9-bbawgraeberspzt,T9,bbawgraeberspzt,2,2,aes
T9-bbawhistbiospzt,T9,bbawhistbiospzt,2,1,aes
T9-bbawpyramidentexte,T9,bbawpyramidentexte,2,2,aes
T9-bbawtempelbib,T9,bbawtempelbib,3,2,aes
T9-bbawtotenlit,T9,bbawtotenlit,7,2,aes
T9-sawlit,T9,sawlit,19,8,aes
T9-sawmedizin,T9,sawmedizin,4,3,aes
T90-all,T90,all,1,1,aes
T90-sawlit,T90,sawlit,1,1,aes
T9A-all,T9A,all,4,3,aes
T9A-bbawgrabinschriften,T9A,bbawgrabinschriften,4,3,aes
T9C-all,T9C,all,1,1,aes
T9C-sawlit,T9C,sawlit,1,1,aes
U1-all,U1,all,1757,727,aes
U1-bbawamarna,U1,bbawamarna,84,53,aes
U1-bbawbriefe,U1,bbawbriefe,1,1,aes
U1-bbawgrabinschriften,U1,bbawgrabinschriften,552,435,aes
U1-bbawgraeberspzt,U1,bbawgraeberspzt,29,22,aes
U1-bbawhistbiospzt,U1,bbawhistbiospzt,40,9,aes
U1-bbawpyramidentexte,U1,bbawpyramidentexte,3,2,aes
U1-bbawtempelbib,U1,bbawtempelbib,141,11,aes
U1-bbawtotenlit,U1,bbawtotenlit,227,17,aes
U1-sawlit,U1,sawlit,550,145,aes
U1-sawmedizin,U1,sawmedizin,127,30,aes
U1-smaek,U1,smaek,2,1,aes
U1-tuebingerstelen,U1,tuebingerstelen,1,1,aes
U10-all,U10,all,131,31,aes
U10-bbawamarna,U10,bbawamarna,2,1,aes
U10-sawlit,U10,sawlit,66,17,aes
U10-sawmedizin,U10,sawmedizin,62,12,aes
U10-tuebingerstelen,U10,tuebingerstelen,1,1,aes
U104-all,U104,all,21,12,aes
U104-bbawtempelbib,U104,bbawtempelbib,2,2,aes
U104-bbawtotenlit,U104,bbawtotenlit,19,10,aes
U105-all,U105,all,1,1,aes
U105-bbawgrabinschriften,U105,bbawgrabinschriften,1,1,aes
U107-all,U107,all,3,1,aes
U107-bbawgrabinschriften,U107,bbawgrabinschriften,3,1,aes
U11-all,U11,all,4,1,aes
U11-sawlit,U11,sawlit,4,1,aes
U116-all,U116,all,36,7,aes
U116-bbawgraeberspzt,U116,bbawgraeberspzt,1,1,aes
U116-bbawtempelbib,U116,bbawtempelbib,4,1,aes
U116-bbawtotenlit,U116,bbawtotenlit,16,1,aes
U116-sawlit,U116,sawlit,1,1,aes
U116-sawmedizin,U116,sawmedizin,14,3,aes
U13-all,U13,all,330,98,aes
U13-bbawamarna,U13,bbawamarna,1,1,aes
U13-bbawgrabinschriften,U13,bbawgrabinschriften,8,4,aes
U13-bbawhistbiospzt,U13,bbawhistbiospzt,5,4,aes
U13-bbawtempelbib,U13,bbawtempelbib,3,1,aes
U13-bbawtotenlit,U13,bbawtotenlit,10,6,aes
U13-sawlit,U13,sawlit,63,37,aes
U13-sawmedizin,U13,sawmedizin,239,44,aes
U13-tuebingerstelen,U13,tuebingerstelen,1,1,aes
U13A-all,U13A,all,3,2,aes
U13A-bbawgrabinschriften,U13A,bbawgrabinschriften,3,2,aes
U13D-all,U13D,all,1,1,aes
U13D-bbawhistbiospzt,U13D,bbawhistbiospzt,1,1,aes
U14-all,U14,all,3,3,aes
U14-bbawgrabinschriften,U14,bbawgrabinschriften,1,1,aes
U14-bbawtempelbib,U14,bbawtempelbib,1,1,aes
U14-sawlit,U14,sawlit,1,1,aes
U14A-all,U14A,all,1,1,aes
U14A-bbawgrabinschriften,U14A,bbawgrabinschriften,1,1,aes
U15-all,U15,all,402,155,aes
U15-bbawamarna,U15,bbawamarna,22,15,aes
U15-bbawgrabinschriften,U15,bbawgrabinschriften,5,2,aes
U15-bbawgraeberspzt,U15,bbawgraeberspzt,5,4,aes
U15-bbawhistbiospzt,U15,bbawhistbiospzt,18,9,aes
U15-bbawpyramidentexte,U15,bbawpyramidentexte,4,2,aes
U15-bbawtempelbib,U15,bbawtempelbib,43,6,aes
U15-bbawtotenlit,U15,bbawtotenlit,15,5,aes
U15-sawlit,U15,sawlit,159,67,aes
U15-sawmedizin,U15,sawmedizin,128,43,aes
U15-smaek,U15,smaek,1,1,aes
U15-tuebingerstelen,U15,tuebingerstelen,2,1,aes
U16-all,U16,all,5,4,aes
U16-bbawhistbiospzt,U16,bbawhistbiospzt,4,3,aes
U16-sawlit,U16,sawlit,1,1,aes
U17-all,U17,all,118,58,aes
U17-bbawamarna,U17,bbawamarna,5,4,aes
U17-bbawgrabinschriften,U17,bbawgrabinschriften,1,1,aes
U17-bbawhistbiospzt,U17,bbawhistbiospzt,6,4,aes
U17-bbawtempelbib,U17,bbawtempelbib,4,2,aes
U17-bbawtotenlit,U17,bbawtotenlit,5,5,aes
U17-sawlit,U17,sawlit,93,38,aes
U17-sawmedizin,U17,sawmedizin,4,4,aes
U18-all,U18,all,1,1,aes
U18-sawlit,U18,sawlit,1,1,aes
U19-all,U19,all,233,104,aes
U19-bbawamarna,U19,bbawamarna,1,1,aes
U19-bbawgrabinschriften,U19,bbawgrabinschriften,4,4,aes
U19-bbawhistbiospzt,U19,bbawhistbiospzt,1,1,aes
U19-bbawtempelbib,U19,bbawtempelbib,16,7,aes
U19-bbawtotenlit,U19,bbawtotenlit,40,15,aes
U19-sawlit,U19,sawlit,91,40,aes
U19-sawmedizin,U19,sawmedizin,79,35,aes
U19-tuebingerstelen,U19,tuebingerstelen,1,1,aes
U19A-all,U19A,all,14,11,aes
U19A-bbawgraeberspzt,U19A,bbawgraeberspzt,5,4,aes
U19A-sawlit,U19A,sawlit,9,7,aes
U2-all,U2,all,508,128,aes
U2-bbawamarna,U2,bbawamarna,4,3,aes
U2-bbawtempelbib,U2,bbawtempelbib,4,1,aes
U2-bbawtotenlit,U2,bbawtotenlit,19,1,aes
U2-sawlit,U2,sawlit,166,68,aes
U2-sawmedizin,U2,sawmedizin,314,54,aes
U2-smaek,U2,smaek,1,1,aes
U20-all,U20,all,24,20,aes
U20-bbawgrabinschriften,U20,bbawgrabinschriften,22,19,aes
U20-sawmedizin,U20,sawmedizin,2,1,aes
U21-all,U21,all,144,106,aes
U21-bbawamarna,U21,bbawamarna,6,3,aes
U21-bbawgrabinschriften,U21,bbawgrabinschriften,44,39,aes
U21-bbawgraeberspzt,U21,bbawgraeberspzt,1,1,aes
U21-bbawhistbiospzt,U21,bbawhistbiospzt,6,3,aes
U21-bbawtempelbib,U21,bbawtempelbib,4,2,aes
U21-bbawtotenlit,U21,bbawtotenlit,9,9,aes
U21-sawlit,U21,sawlit,61,37,aes
U21-sawmedizin,U21,sawmedizin,10,9,aes
U21-smaek,U21,smaek,2,2,aes
U21-tuebingerstelen,U21,tuebingerstelen,1,1,aes
U210-all,U210,all,1,1,aes
U210-bbawtotenlit,U210,bbawtotenlit,1,1,aes
U22-all,U22,all,154,77,aes
U22-bbawamarna,U22,bbawamarna,6,4,aes
U22-bbawhistbiospzt,U22,bbawhistbiospzt,1,1,aes
U22-bbawtempelbib,U22,bbawtempelbib,1,1,aes
U22-bbawtotenlit,U22,bbawtotenlit,14,3,aes
U22-sawlit,U22,sawlit,115,55,aes
U22-sawmedizin,U22,sawmedizin,14,11,aes
U22-smaek,U22,smaek,1,1,aes
U22-tuebingerstelen,U22,tuebingerstelen,2,1,aes
U22A-all,U22A,all,1,1,aes
U22A-bbawhistbiospzt,U22A,bbawhistbiospzt,1,1,aes
U23-all,U23,all,735,342,aes
U23-bbawamarna,U23,bbawamarna,39,24,aes
U23-bbawgrabinschriften,U23,bbawgrabinschriften,146,127,aes
U23-bbawgraeberspzt,U23,bbawgraeberspzt,5,5,aes
U23-bbawhistbiospzt,U23,bbawhistbiospzt,6,2,aes
U23-bbawtempelbib,U23,bbawtempelbib,6,2,aes
U23-bbawtotenlit,U23,bbawtotenlit,20,7,aes
U23-sawlit,U23,sawlit,350,144,aes
U23-sawmedizin,U23,sawmedizin,162,30,aes
U23-tuebingerstelen,U23,tuebingerstelen,1,1,aes
U23A-all,U23A,all,3,3,aes
U23A-bbawgrabinschriften,U23A,bbawgrabinschriften,1,1,aes
U23A-tuebingerstelen,U23A,tuebingerstelen,2,2,aes
U23B-all,U23B,all,23,15,aes
U23B-sawlit,U23B,sawlit,9,3,aes
U23B-tuebingerstelen,U23B,tuebingerstelen,14,12,aes
U23E-all,U23E,all,2,1,aes
U23E-bbawhistbiospzt,U23E,bbawhistbiospzt,2,1,aes
U24-all,U24,all,65,42,aes
U24-bbawgrabinschriften,U24,bbawgrabinschriften,14,14,aes
U24-bbawhistbiospzt,U24,bbawhistbiospzt,3,2,aes
U24-bbawtempelbib,U24,bbawtempelbib,1,1,aes
U24-sawlit,U24,sawlit,25,14,aes
U24-sawmedizin,U24,sawmedizin,22,11,aes
U24A-all,U24A,all,3,3,aes
U24A-sawlit,U24A,sawlit,2,2,aes
U24A-smaek,U24A,smaek,1,1,aes
U24C-all,U24C,all,1,1,aes
U24C-sawlit,U24C,sawlit,1,1,aes
U24D-all,U24D,all,1,1,aes
U24D-sawlit,U24D,sawlit,1,1,aes
U24J-all,U24J,all,1,1,aes
U24J-bbawamarna,U24J,bbawamarna,1,1,aes
U25-all,U25,all,27,21,aes
U25-bbawamarna,U25,bbawamarna,1,1,aes
U25-bbawgrabinschriften,U25,bbawgrabinschriften,11,10,aes
U25-bbawtempelbib,U25,bbawtempelbib,1,1,aes
U25-bbawtotenlit,U25,bbawtotenlit,3,2,aes
U25-sawlit,U25,sawlit,8,5,aes
U25-sawmedizin,U25,sawmedizin,3,2,aes
U25A-all,U25A,all,1,1,aes
U25A-sawlit,U25A,sawlit,1,1,aes
U26-all,U26,all,87,43,aes
U26-bbawamarna,U26,bbawamarna,1,1,aes
U26-bbawgrabinschriften,U26,bbawgrabinschriften,1,1,aes
U26-bbawtempelbib,U26,bbawtempelbib,6,4,aes
U26-bbawtotenlit,U26,bbawtotenlit,8,8,aes
U26-sawlit,U26,sawlit,51,22,aes
U26-sawmedizin,U26,sawmedizin,20,7,aes
U27-all,U27,all,11,10,aes
U27-bbawamarna,U27,bbawamarna,4,3,aes
U27-bbawgrabinschriften,U27,bbawgrabinschriften,6,6,aes
U27-sawlit,U27,sawlit,1,1,aes
U27B-all,U27B,all,1,1,aes
U27B-bbawhistbiospzt,U27B,bbawhistbiospzt,1,1,aes
U28-all,U28,all,1375,316,aes
U28-bbawamarna,U28,bbawamarna,112,61,aes
U28-bbawgrabinschriften,U28,bbawgrabinschriften,18,17,aes
U28-bbawgraeberspzt,U28,bbawgraeberspzt,11,9,aes
U28-bbawhistbiospzt,U28,bbawhistbiospzt,40,5,aes
U28-bbawpyramidentexte,U28,bbawpyramidentexte,2,2,aes
U28-bbawtempelbib,U28,bbawtempelbib,136,11,aes
U28-bbawtotenlit,U28,bbawtotenlit,94,14,aes
U28-sawlit,U28,sawlit,590,128,aes
U28-sawmedizin,U28,sawmedizin,368,66,aes
U28-smaek,U28,smaek,2,1,aes
U28-tuebingerstelen,U28,tuebingerstelen,2,2,aes
U28_-all,U28_,all,1,1,aes
U28_-sawmedizin,U28_,sawmedizin,1,1,aes
U29-all,U29,all,48,30,aes
U29-bbawamarna,U29,bbawamarna,5,3,aes
U29-bbawgrabinschriften,U29,bbawgrabinschriften,34,22,aes
U29-sawlit,U29,sawlit,9,5,aes
U29A-all,U29A,all,1,1,aes
U29A-sawlit,U29A,sawlit,1,1,aes
U3-all,U3,all,75,53,aes
U3-bbawamarna,U3,bbawamarna,51,36,aes
U3-bbawgraeberspzt,U3,bbawgraeberspzt,1,1,aes
U3-bbawhistbiospzt,U3,bbawhistbiospzt,4,4,aes
U3-sawlit,U3,sawlit,18,11,aes
U3-smaek,U3,smaek,1,1,aes
U30-all,U30,all,498,258,aes
U30-bbawamarna,U30,bbawamarna,38,11,aes
U30-bbawgrabinschriften,U30,bbawgrabinschriften,144,132,aes
U30-bbawgraeberspzt,U30,bbawgraeberspzt,4,4,aes
U30-bbawhistbiospzt,U30,bbawhistbiospzt,7,4,aes
U30-bbawtempelbib,U30,bbawtempelbib,31,8,aes
U30-bbawtotenlit,U30,bbawtotenlit,31,11,aes
U30-sawlit,U30,sawlit,127,57,aes
U30-sawmedizin,U30,sawmedizin,116,31,aes
U30A-all,U30A,all,15,6,aes
U30A-bbawamarna,U30A,bbawamarna,2,2,aes
U30A-bbawhistbiospzt,U30A,bbawhistbiospzt,2,1,aes
U30A-bbawtempelbib,U30A,bbawtempelbib,8,1,aes
U30A-sawlit,U30A,sawlit,3,2,aes
U31-all,U31,all,100,74,aes
U31-bbawamarna,U31,bbawamarna,4,4,aes
U31-bbawgrabinschriften,U31,bbawgrabinschriften,66,47,aes
U31-bbawhistbiospzt,U31,bbawhistbiospzt,1,1,aes
U31-bbawtempelbib,U31,bbawtempelbib,2,2,aes
U31-bbawtotenlit,U31,bbawtotenlit,1,1,aes
U31-sawlit,U31,sawlit,19,15,aes
U31-sawmedizin,U31,sawmedizin,1,1,aes
U31-tuebingerstelen,U31,tuebingerstelen,6,3,aes
U32-all,U32,all,393,117,aes
U32-bbawamarna,U32,bbawamarna,11,6,aes
U32-bbawhistbiospzt,U32,bbawhistbiospzt,7,3,aes
U32-bbawtempelbib,U32,bbawtempelbib,26,8,aes
U32-bbawtotenlit,U32,bbawtotenlit,86,16,aes
U32-sawlit,U32,sawlit,96,41,aes
U32-sawmedizin,U32,sawmedizin,167,43,aes
U32B-all,U32B,all,9,6,aes
U32B-bbawamarna,U32B,bbawamarna,7,4,aes
U32B-bbawtempelbib,U32B,bbawtempelbib,1,1,aes
U32B-sawlit,U32B,sawlit,1,1,aes
U33-all,U33,all,1283,388,aes
U33-bbawamarna,U33,bbawamarna,374,144,aes
U33-bbawgrabinschriften,U33,bbawgrabinschriften,40,38,aes
U33-bbawgraeberspzt,U33,bbawgraeberspzt,9,3,aes
U33-bbawhistbiospzt,U33,bbawhistbiospzt,21,5,aes
U33-bbawpyramidentexte,U33,bbawpyramidentexte,2,2,aes
U33-bbawtempelbib,U33,bbawtempelbib,63,8,aes
U33-bbawtotenlit,U33,bbawtotenlit,98,16,aes
U33-sawlit,U33,sawlit,363,107,aes
U33-sawmedizin,U33,sawmedizin,298,55,aes
U33-smaek,U33,smaek,1,1,aes
U33-tuebingerstelen,U33,tuebingerstelen,14,9,aes
U34-all,U34,all,32,17,aes
U34-bbawgrabinschriften,U34,bbawgrabinschriften,11,6,aes
U34-bbawpyramidentexte,U34,bbawpyramidentexte,4,2,aes
U34-sawlit,U34,sawlit,17,9,aes
U34A-all,U34A,all,1,1,aes
U34A-bbawamarna,U34A,bbawamarna,1,1,aes
U35-all,U35,all,163,63,aes
U35-bbawamarna,U35,bbawamarna,1,1,aes
U35-bbawgraeberspzt,U35,bbawgraeberspzt,3,3,aes
U35-bbawhistbiospzt,U35,bbawhistbiospzt,6,3,aes
U35-bbawtempelbib,U35,bbawtempelbib,7,7,aes
U35-bbawtotenlit,U35,bbawtotenlit,37,8,aes
U35-sawlit,U35,sawlit,78,29,aes
U35-sawmedizin,U35,sawmedizin,31,12,aes
U36-all,U36,all,1302,436,aes
U36-bbawamarna,U36,bbawamarna,112,48,aes
U36-bbawgrabinschriften,U36,bbawgrabinschriften,311,186,aes
U36-bbawgraeberspzt,U36,bbawgraeberspzt,82,32,aes
U36-bbawhistbiospzt,U36,bbawhistbiospzt,154,12,aes
U36-bbawtempelbib,U36,bbawtempelbib,8,5,aes
U36-bbawtotenlit,U36,bbawtotenlit,69,15,aes
U36-sawlit,U36,sawlit,524,123,aes
U36-sawmedizin,U36,sawmedizin,27,10,aes
U36-smaek,U36,smaek,12,3,aes
U36-tuebingerstelen,U36,tuebingerstelen,3,2,aes
U37-all,U37,all,16,8,aes
U37-bbawtempelbib,U37,bbawtempelbib,1,1,aes
U37-sawlit,U37,sawlit,9,4,aes
U37-sawmedizin,U37,sawmedizin,6,3,aes
U38-all,U38,all,1,1,aes
U38-bbawamarna,U38,bbawamarna,1,1,aes
U39-all,U39,all,78,40,aes
U39-bbawamarna,U39,bbawamarna,14,9,aes
U39-bbawgrabinschriften,U39,bbawgrabinschriften,2,2,aes
U39-bbawgraeberspzt,U39,bbawgraeberspzt,1,1,aes
U39-bbawhistbiospzt,U39,bbawhistbiospzt,6,1,aes
U39-bbawtempelbib,U39,bbawtempelbib,3,2,aes
U39-sawlit,U39,sawlit,24,16,aes
U39-sawmedizin,U39,sawmedizin,28,9,aes
U39A-all,U39A,all,4,2,aes
U39A-bbawtempelbib,U39A,bbawtempelbib,2,1,aes
U39A-sawlit,U39A,sawlit,2,1,aes
U39F-all,U39F,all,1,1,aes
U39F-bbawhistbiospzt,U39F,bbawhistbiospzt,1,1,aes
U39I-all,U39I,all,44,25,aes
U39I-bbawamarna,U39I,bbawamarna,11,7,aes
U39I-bbawtempelbib,U39I,bbawtempelbib,7,3,aes
U39I-bbawtotenlit,U39I,bbawtotenlit,7,3,aes
U39I-sawlit,U39I,sawlit,13,11,aes
U39I-sawmedizin,U39I,sawmedizin,6,1,aes
U4-all,U4,all,46,31,aes
U4-bbawamarna,U4,bbawamarna,2,2,aes
U4-bbawgraeberspzt,U4,bbawgraeberspzt,1,1,aes
U4-bbawhistbiospzt,U4,bbawhistbiospzt,7,4,aes
U4-bbawtempelbib,U4,bbawtempelbib,1,1,aes
U4-sawlit,U4,sawlit,23,15,aes
U4-sawmedizin,U4,sawmedizin,10,6,aes
U4-smaek,U4,smaek,2,2,aes
U40-all,U40,all,176,52,aes
U40-bbawamarna,U40,bbawamarna,10,9,aes
U40-bbawgrabinschriften,U40,bbawgrabinschriften,1,1,aes
U40-bbawtempelbib,U40,bbawtempelbib,5,4,aes
U40-bbawtotenlit,U40,bbawtotenlit,120,12,aes
U40-sawlit,U40,sawlit,18,16,aes
U40-sawmedizin,U40,sawmedizin,21,9,aes
U40-tuebingerstelen,U40,tuebingerstelen,1,1,aes
U41-all,U41,all,4,3,aes
U41-sawlit,U41,sawlit,4,3,aes
U43-all,U43,all,12,2,aes
U43-bbawhistbiospzt,U43,bbawhistbiospzt,12,2,aes
U44B-all,U44B,all,2,2,aes
U44B-bbawhistbiospzt,U44B,bbawhistbiospzt,2,2,aes
U46-all,U46,all,3,2,aes
U46-bbawamarna,U46,bbawamarna,2,1,aes
U46-bbawgrabinschriften,U46,bbawgrabinschriften,1,1,aes
U47-all,U47,all,1,1,aes
U47-tuebingerstelen,U47,tuebingerstelen,1,1,aes
U5-all,U5,all,261,118,aes
U5-bbawamarna,U5,bbawamarna,56,34,aes
